sku	locations.la_qty	locations.sf_qty	locations.fl_qty	locations.ga_qty	locations.tx_qty	locations.nj_qty	locations.ny_qty	locations.la_warehouse_eta
97402	68	0	0	4	4	9	2	NONE
92514	0	0	0	0	0	0	0	NONE
22705	133	5	28	42	19	60	24	NONE
26544	119	6	10	3	5	4	3	NONE
26704	8	4	3	2	0	1	0	NONE
26734	170	40	1	25	92	3	67	NONE
26794	155	55	34	88	110	2	76	NONE
27144	0	0	0	0	0	0	15	NONE
30040	0	0	0	0	3	0	0	NONE
30600	0	0	3	0	1	0	0	NONE
30834	0	0	1	0	7	0	0	NONE
66063	0	0	0	1	0	0	0	NONE
71438	244	7	5	2	2	2	1	NONE
71922	0	1	0	0	0	0	0	NONE
72090	16	2	0	0	0	0	1	NONE
72095	3	0	1	2	0	1	0	NONE
96086	0	0	0	0	1	0	0	NONE
96156	4	0	1	0	0	0	2	NONE
96157	3	0	0	0	0	0	0	NONE
96294	0	1	0	0	0	0	0	NONE
96296	0	1	0	0	0	0	0	NONE
96813	1	0	0	0	0	0	0	NONE
96814	22	0	0	0	0	0	0	NONE
96815	1	0	0	0	0	0	1	NONE
54242	11	0	3	1	2	0	0	NONE
54252	20	0	0	0	1	0	0	NONE
59775	0	0	0	0	0	5	0	NONE
80513	3	1	0	1	1	0	2	NONE
81937	0	0	0	0	0	1	0	NONE
82312	16	0	0	0	0	0	0	NONE
84882	6	0	0	1	0	1	2	NONE
87156	41	0	2	0	0	0	0	NONE
97044	0	3	0	0	0	3	0	NONE
97395	0	0	0	0	0	0	0	NONE
2802	4	2	0	9	0	0	1	NONE
2806	1	2	0	20	1	0	0	NONE
80510	0	0	0	0	0	0	2	NONE
80518	62	2	0	0	2	0	2	NONE
81012	8	0	0	0	2	0	0	NONE
84577	0	0	1	0	0	0	0	NONE
26284	0	0	1	3	0	0	0	NONE
27944	0	1	3	1	6	1	5	NONE
30764	0	0	0	0	1	0	1	NONE
96650	1	0	0	0	0	0	0	NONE
96652	0	0	0	0	0	0	1	NONE
96654	24	0	1	0	0	0	0	NONE
96656	0	0	0	2	0	0	0	NONE
77887	13	4	4	0	0	0	2	NONE
77907	60	1	4	0	2	0	3	NONE
40203	0	1	0	0	0	0	0	NONE
15034	30	2	0	2	18	9	15	NONE
53782	30	0	40	1	3	0	2	NONE
80682	35	2	2	0	0	0	2	NONE
81240	77	0	0	2	2	2	3	NONE
81427	16	1	3	3	3	0	2	NONE
81449	1	1	2	0	0	0	0	NONE
81612	6	47	1	4	3	1	0	NONE
83671	2	0	0	0	0	0	0	NONE
83676	0	1	0	0	0	0	0	NONE
87993	9	1	0	0	0	0	1	NONE
26644	0	0	1	0	0	0	1	NONE
28044	203	1	0	6	2	19	1	NONE
97262	157	1	0	1	0	0	6	NONE
22044	0	0	0	0	0	0	2	NONE
30737	0	0	1	0	2	0	1	NONE
60739	0	2	0	0	0	1	1	NONE
70263	0	2	0	0	0	0	0	NONE
71540	0	0	0	1	0	0	0	NONE
96241	0	3	0	0	0	0	0	NONE
96628	1	0	0	0	0	0	0	NONE
72458	99	0	1	2	1	0	1	NONE
77153	55	0	2	2	2	0	3	NONE
98006	628	1	0	2	0	0	0	NONE
80357	85	4	0	5	1	0	0	NONE
80982	5	1	0	0	1	0	0	NONE
84640	22	4	0	0	0	0	0	NONE
96413	0	1	0	1	0	0	0	NONE
22874	85	30	4	25	21	23	31	NONE
26684	0	0	0	0	2	0	0	NONE
27074	0	0	7	0	5	2	1	NONE
30394	0	0	0	0	0	0	1	NONE
30424	0	3	0	0	0	0	1	NONE
70833	80	1	4	3	0	0	0	2022-12-21
71437	308	5	5	5	8	2	1	NONE
71795	1	0	0	0	0	1	1	NONE
71796	0	0	0	0	0	0	2	NONE
71797	0	2	0	0	3	0	1	NONE
71798	0	0	0	0	0	0	1	NONE
71883	144	4	2	3	5	0	1	NONE
73833	278	3	0	3	3	1	1	NONE
96214	0	1	0	0	0	0	0	NONE
96258	1	1	0	0	0	0	0	NONE
72312	85	3	0	2	1	0	2	NONE
59522	0	0	0	0	1	0	0	NONE
80662	36	2	1	2	3	0	0	NONE
82052	0	2	0	1	0	0	0	NONE
97306	25	0	3	1	2	2	75	NONE
83939	72	0	0	3	1	0	0	NONE
92029	1	0	2	0	2	0	0	NONE
92557	14	0	0	0	0	0	1	NONE
92559	0	0	0	0	1	0	0	NONE
97210	0	0	0	0	0	0	0	NONE
97211	0	0	0	0	0	0	3	NONE
27974	131	1	13	43	30	15	45	NONE
70262	0	1	0	0	1	0	1	NONE
70267	0	1	0	0	0	0	0	NONE
98002	461	1	0	0	0	0	18	NONE
80947	1	1	0	0	0	0	1	NONE
81244	31	1	1	3	2	0	1	NONE
82126	0	2	0	0	0	0	0	NONE
26244	49	20	15	10	2	12	0	NONE
26264	160	3	17	10	3	8	0	NONE
26703	217	4	4	2	4	4	0	NONE
26733	418	103	8	85	126	16	252	NONE
26793	392	82	47	150	164	19	250	NONE
30833	3	0	1	0	0	0	0	NONE
60017	1	2	0	0	0	0	0	NONE
70168	294	1	0	5	0	0	0	NONE
80295	0	0	0	0	0	0	0	NONE
80506	109	0	2	2	3	0	7	NONE
80587	0	1	0	0	0	0	0	NONE
80921	0	0	2	0	1	0	0	NONE
82952	40	0	1	1	3	1	0	NONE
97612	9	1	5	0	2	0	0	NONE
97613	5	2	0	0	0	0	1	NONE
27644	0	1	0	0	1	0	0	NONE
30654	0	0	0	0	0	0	2	NONE
71521	0	0	0	0	0	0	3	NONE
71522	0	1	0	0	0	0	0	NONE
71718	24	0	2	1	0	1	2	NONE
71907	0	1	0	0	0	0	0	NONE
71908	0	2	0	0	1	0	0	NONE
72852	567	0	47	9	31	54	10	NONE
72212	197	4	4	4	4	0	3	NONE
80192	1	0	0	0	4	0	2	NONE
29125	4	0	1	0	0	0	0	NONE
62086	0	0	2	0	0	0	0	2023-01-01
70254	0	2	0	0	0	0	0	NONE
71937	0	0	0	0	0	0	2	NONE
72012A	4	0	0	0	8	0	0	NONE
73002	0	1	1	0	0	1	1	NONE
53593	0	0	3	0	0	0	0	NONE
59493	0	1	0	0	0	0	1	NONE
80990	0	0	1	0	0	0	0	NONE
82746	70	4	1	3	4	0	4	NONE
83082	25	4	1	0	4	0	1	NONE
2808	25	15	4	18	1	0	0	NONE
02808KHAKI	0	0	0	0	0	0	0	NONE
2812	0	5	0	0	10	0	0	NONE
22034	12	5	3	2	1	11	6	NONE
26848	12	1	0	1	2	0	0	NONE
29400	0	0	0	0	1	0	0	NONE
25974	62	49	16	43	20	53	71	NONE
30598	0	0	0	0	0	0	0	NONE
60822	793	4	20	13	4	6	5	NONE
66082	0	0	0	0	0	0	1	NONE
70302	0	1	0	0	0	0	0	NONE
70333	202	10	2	8	0	2	4	NONE
70422	4	0	0	0	2	1	2	NONE
70423	11	4	2	0	1	3	1	NONE
71182	447	0	7	7	4	4	24	NONE
71882	280	7	6	5	10	0	12	2022-12-21
72822	175	9	8	6	5	1	9	NONE
74625	148	3	2	4	2	1	2	NONE
74642	457	2	6	5	4	0	1	NONE
74647	487	9	6	4	10	0	2	NONE
96811	0	0	0	0	0	0	0	NONE
66192	171	4	0	3	0	6	4	NONE
72222	226	0	5	1	1	0	0	NONE
72292	548	2	3	5	4	0	0	NONE
72297	0	0	1	0	0	0	0	NONE
52378	51	1	0	2	3	1	2	NONE
80862_KIT	3	1	0	1	3	0	5	NONE
83092	7	0	0	0	0	0	0	NONE
83934	33	0	0	0	2	0	0	NONE
92028	1	1	0	0	1	0	0	NONE
92126	12	0	1	0	0	0	0	2022-12-23
23798	0	0	0	0	1	0	0	NONE
30244	40	1	0	2	2	0	1	2023-01-02
66187	245	0	0	8	3	1	1	NONE
70003	377	12	5	10	3	0	0	NONE
70132	0	1	0	0	2	0	0	NONE
70337	3	0	0	2	0	0	0	NONE
74722	1	0	0	0	0	0	1	NONE
59535	0	1	1	1	2	0	0	NONE
59536	1	0	0	1	2	1	2	NONE
80942	0	0	0	0	0	0	3	NONE
92327	0	0	0	0	1	0	0	NONE
26774	159	14	90	57	54	70	30	NONE
97167	91	1	0	1	0	0	2	NONE
97168	150	1	3	0	3	0	0	NONE
97169	0	0	0	0	0	0	0	NONE
97170	118	0	0	0	0	0	0	NONE
30366	0	0	2	0	0	0	4	NONE
30369	0	0	0	0	1	0	0	NONE
66182	206	2	2	6	2	3	1	NONE
71152	0	0	0	0	1	0	0	NONE
72347	1	0	1	0	0	0	3	NONE
72857	159	0	6	5	10	5	6	NONE
74624	494	0	4	5	1	0	0	NONE
74657	132	1	7	5	13	3	8	NONE
96060	0	0	1	0	0	0	0	NONE
96061	0	0	0	0	0	0	1	NONE
77152	0	0	0	3	0	0	6	2022-12-28
59437	0	1	0	0	0	0	0	NONE
59438	21	2	0	1	0	0	3	NONE
59439	0	0	0	23	0	0	1	NONE
59501	18	0	0	0	0	0	2	NONE
59503	47	3	0	0	3	0	1	NONE
81197	289	2	3	7	2	1	0	NONE
81905	0	1	0	0	0	0	0	NONE
83812	0	1	0	0	0	0	0	NONE
84502	1	1	2	2	0	0	0	NONE
84507	67	2	0	0	1	0	1	NONE
97308	83	2	2	5	8	10	17	NONE
83929	25	0	0	0	3	0	0	NONE
84885	10	1	1	0	1	0	1	NONE
92107	5	0	0	0	0	0	0	NONE
92108	0	0	1	0	0	0	0	NONE
92109	23	1	0	1	0	0	0	NONE
92110	24	0	1	1	2	0	2	NONE
92558	4	0	0	1	0	0	0	NONE
22634	175	8	51	1	2	32	51	NONE
27464	141	4	15	17	4	46	19	NONE
97268	0	0	0	0	0	0	2	NONE
37472	0	0	0	2	1	0	0	NONE
60257	157	5	6	3	6	0	4	NONE
71107	51	3	270	6	0	113	17	NONE
71112	116	3	57	1	12	72	17	NONE
72007	1	0	0	0	0	0	1	NONE
73162	132	7	0	2	0	0	2	NONE
74633	418	2	7	8	0	2	1	NONE
74674	1	1	0	0	1	0	0	NONE
96058	0	3	0	0	0	0	0	NONE
60172	148	2	0	0	0	0	1	NONE
72192	61	5	10	10	2	0	3	NONE
52703	0	0	3	0	2	0	0	NONE
52708	0	0	1	2	0	0	0	NONE
52713	0	0	3	0	1	0	0	NONE
97022	32	2	5	4	2	0	14	NONE
26218	26	1	0	2	2	0	1	NONE
97173	200	1	1	1	0	0	2	NONE
27973	154	1	18	84	48	30	91	NONE
27994	0	2	2	0	0	0	1	NONE
97264	316	1	0	3	0	0	3	NONE
30613	108	0	1	3	4	0	3	NONE
10284	0	0	0	1	0	0	2	NONE
61032	116	11	3	7	2	0	3	NONE
70657	0	2	0	0	0	0	0	NONE
70832	0	0	3	3	3	0	2	2022-12-21
71157	0	2	0	0	1	0	0	NONE
71158	0	2	0	0	0	0	0	NONE
71526	0	1	0	0	0	0	0	NONE
71527	0	1	0	0	0	0	0	NONE
71528	0	0	0	0	1	0	0	NONE
71717	103	2	3	2	3	3	5	2022-12-24
73172	147	4	6	0	9	0	2	NONE
73832	40	3	3	3	1	1	2	2023-01-01
96059	0	0	0	0	0	0	1	NONE
96062	0	2	1	0	0	0	0	NONE
96168	0	1	0	0	1	0	0	NONE
96169	0	1	0	0	0	0	0	NONE
67992	2	1	0	0	0	0	0	NONE
59523	0	0	0	0	0	0	0	NONE
59524	0	0	0	0	0	0	0	NONE
80255	11	2	1	0	0	0	2	2022-12-24
80558	0	0	0	0	0	0	0	NONE
80622	213	3	1	2	4	218	0	NONE
80752	0	0	0	0	0	0	1	NONE
96622	0	0	0	0	1	0	1	NONE
55103	2	1	0	0	0	0	0	NONE
55132	27	1	6	0	2	1	1	NONE
84890	6	1	1	0	0	0	0	NONE
87992	0	0	1	0	0	0	0	NONE
97625	3	0	3	4	0	5	3	NONE
91437	0	0	0	0	2	0	0	NONE
27943	0	6	7	5	1	0	5	NONE
30870T	0	3	0	0	0	0	0	NONE
30624	3	3	4	3	0	0	0	2022-12-30
30669	0	0	0	1	0	0	2	NONE
30684	0	0	0	0	0	0	1	NONE
60003	295	9	9	11	57	0	23	NONE
60743	230	6	4	5	1	51	0	NONE
71857	194	2	6	3	2	0	2	NONE
71997	0	0	0	0	2	0	1	NONE
72322	0	1	0	0	0	0	0	NONE
51177	1	1	0	0	0	0	0	NONE
51197	0	0	1	0	0	0	0	NONE
81172	39	0	3	0	3	0	0	NONE
83940	121	1	3	0	0	0	0	NONE
26243	169	4	36	16	0	12	2	NONE
26263	376	8	9	24	3	18	1	NONE
26314	81	1	0	2	4	0	6	NONE
27014	7	0	3	8	2	1	3	NONE
27053	22	9	45	8	14	1	10	NONE
21804	65	5	10	4	1	2	2	NONE
30509	0	0	0	0	0	0	0	2023-01-02
30612	103	0	3	6	2	0	1	NONE
30623	70	0	2	1	0	2	0	NONE
62078	613	1	15	36	19	121	31	NONE
62079	648	0	11	9	3	23	6	NONE
62096	0	0	0	0	1	0	2	NONE
64092	1	0	0	0	2	0	2	NONE
66112	0	3	0	0	1	0	0	NONE
70004	136	4	2	2	1	0	2	NONE
71742	0	0	0	0	1	0	0	NONE
71767	49	0	3	1	0	0	0	NONE
72412	0	1	0	2	0	0	0	NONE
73187	2	1	1	0	0	0	0	NONE
60173	85	0	0	1	1	0	0	NONE
62322	90	2	6	5	2	0	12	NONE
72457	241	0	1	0	0	0	0	NONE
50845	0	2	0	0	0	0	0	NONE
53466	11	0	1	1	2	1	0	NONE
53467	20	1	0	1	3	1	0	NONE
56883	0	0	0	13	2	14	0	NONE
56884	0	0	2	11	10	10	0	NONE
59520	1	0	0	0	0	0	0	NONE
59776	0	0	0	0	0	0	0	NONE
80284	21	1	4	0	5	1	74	NONE
81412	153	1	15	2	5	6	35	NONE
81417	7	0	17	0	2	2	0	NONE
81498	0	1	0	0	0	0	0	NONE
82096	50	2	2	4	12	0	2	NONE
83161	111	1	0	6	9	5	4	NONE
55102	2	2	0	0	0	0	0	NONE
55107	2	0	1	0	0	0	0	NONE
84917	35	0	0	3	1	0	0	NONE
84922	9	0	0	3	0	0	1	NONE
92277	52	0	3	2	2	1	3	NONE
92282	63	0	1	0	4	0	1	NONE
92822	66	1	1	0	2	1	3	NONE
84932	59	0	3	0	2	0	3	NONE
85967	24	1	0	0	3	0	12	NONE
39097	94	0	1	1	0	0	2	NONE
39102	133	0	0	0	0	0	1	NONE
97266	0	0	0	0	0	0	2	NONE
71722	2	2	0	0	1	0	0	NONE
71992	0	1	3	0	2	0	1	NONE
72537	231	2	0	3	2	9	2	NONE
72547	341	0	5	1	2	0	1	NONE
73152	0	0	1	0	7	0	33	NONE
73182	24	2	1	0	2	0	6	NONE
40021	0	0	0	0	0	0	0	NONE
59332	4	0	8	0	4	0	1	NONE
80121	0	2	0	0	0	0	0	NONE
83084	0	1	0	0	0	0	1	NONE
84547	18	1	2	1	0	0	0	NONE
92192	0	1	0	0	1	0	0	NONE
92513	0	0	0	0	0	0	0	NONE
45005	57	2	7	1	2	0	3	NONE
26114	26	1	3	1	2	2	4	NONE
26283	0	0	0	0	0	0	2	NONE
26543	223	10	21	1	3	2	2	NONE
27104	0	0	2	0	0	1	1	NONE
27204	0	1	1	0	0	0	1	NONE
29126	0	1	0	0	0	0	0	NONE
37078 KIT	0	0	0	0	0	0	0	NONE
24854	149	17	2	6	13	13	14	NONE
37276	98	1	1	2	3	23	1	NONE
37882	26	0	3	0	0	0	0	NONE
37892	30	0	1	0	1	0	0	NONE
37902	40	0	1	1	2	0	0	NONE
37912	38	1	0	1	1	0	2	NONE
60077	0	0	1	0	0	0	0	NONE
60258	124	4	2	1	0	0	2	NONE
60683	0	1	6	2	3	1	3	NONE
60823	475	2	8	14	5	8	5	NONE
62072	577	2	31	43	2	77	29	NONE
66103	0	2	0	0	0	0	0	NONE
70504	0	0	0	0	0	0	1	NONE
71772	0	1	0	0	0	0	0	NONE
71852	2	4	2	1	0	0	2	NONE
72032	0	1	0	0	0	0	1	NONE
96066KIT	0	2	0	0	0	0	0	NONE
96171	0	1	0	0	0	0	0	NONE
61802	76	6	5	3	12	0	2	2022-12-21
81177	2	0	0	0	3	0	0	NONE
83107	251	1	1	2	3	0	2	NONE
84587	3	2	0	0	1	1	2	NONE
86932	23	1	1	2	0	0	11	NONE
97388	43	1	5	6	5	0	0	NONE
97206	0	0	0	0	0	0	2	NONE
28043	0	0	1	0	0	0	0	2023-01-06
30749	0	0	0	0	0	0	2	NONE
37348	27	0	0	1	1	0	0	NONE
64084	0	0	1	0	0	0	0	NONE
70436	2	0	0	0	0	0	0	NONE
53305	54	4	0	0	4	0	0	NONE
8327	3	0	0	0	0	0	0	NONE
17059A	0	0	0	0	0	0	0	NONE
705	0	0	0	0	0	0	0	
11283	2	0	0	1	0	0	0	NONE
6569	11	0	0	0	0	0	0	NONE
02362KD	0	0	0	7	4	0	0	NONE
10117	0	1	0	0	0	0	0	NONE
728	0	0	0	0	0	0	0	
03032A	0	1	0	0	0	0	0	NONE
02361A	3	0	0	0	2	1	0	NONE
02188A-YL	0	1	0	0	0	0	0	NONE
02557A	16	0	0	0	0	0	0	NONE
07256BK	0	1	0	0	0	0	0	NONE
07825B-END	7	1	0	0	0	0	0	NONE
07242C	0	2	3	0	0	0	0	NONE
09296H	0	0	0	0	0	0	0	NONE
02185A	14	0	0	0	0	0	0	NONE
15291	10	0	0	0	0	0	0	NONE
07055B	1	0	0	0	1	0	0	NONE
07055C	0	0	0	0	1	0	0	NONE
02277-4	0	0	0	0	0	0	0	
02375ST	7	0	0	0	0	0	0	NONE
02987NG	24	0	0	0	0	0	0	NONE
02641-C1	0	0	0	0	0	0	0	
02362A	0	0	0	0	1	0	0	NONE
07059B	0	0	0	2	0	0	0	NONE
07410V	0	3	0	1	0	0	0	NONE
02018W	0	0	0	0	0	0	0	NONE
07057A	0	0	0	0	2	0	0	NONE
17173	9	4	0	0	0	0	0	NONE
02186A	19	3	0	0	0	0	0	NONE
11880	11	0	0	0	0	0	0	NONE
25017EK	0	0	0	0	4	0	0	NONE
12483	2	0	0	0	0	0	0	NONE
11018	0	0	0	0	2	0	0	NONE
12605	6	0	0	0	1	0	0	NONE
23714	0	2	0	0	0	0	0	NONE
22426	0	0	0	0	0	0	0	NONE
37235AT	0	0	0	2	0	0	0	NONE
15957	0	2	0	0	0	0	0	NONE
17706	0	0	0	0	0	0	2	NONE
11848C	2	0	0	0	0	0	1	NONE
19444CK-FB	0	1	0	0	0	0	0	NONE
21474	0	0	0	0	0	0	4	NONE
92890-1								NONE
92892-1								NONE
59130	0	0	1	0	0	0	0	NONE
59733	0	1	0	0	0	0	0	NONE
59612	0	1	0	0	0	0	0	NONE
97600	201	0	16	3	2	0	0	NONE
97930	50	0	0	0	0	0	0	NONE
97933	89	1	0	0	4	25	25	NONE
97936	0	0	0	0	0	0	0	NONE
97937	0	0	0	0	0	26	23	NONE
97957	0	0	0	0	0	0	0	NONE
97958	0	0	5	0	0	2	27	NONE
27237	0	0	0	0	0	0	0	2022-12-30
54552	0	0	0	0	0	1	0	NONE
56092	0	0	0	0	0	0	0	NONE
52422	36	15	1	4	7	9	4	NONE
25666	0	0	0	0	0	0	1	NONE
30368	0	0	3	0	0	1	0	NONE
83335	0	0	2	0	0	0	0	NONE
84515	0	1	0	0	0	0	0	NONE
84590	0	0	2	0	0	0	0	NONE
88045	44	0	0	0	0	21	9	NONE
88055	62	0	0	12	3	0	14	NONE
88070	62	5	0	3	0	26	1	NONE
88265	11	0	0	1	0	0	0	NONE
84690	25	0	0	0	1	2	11	NONE
84695	3	1	0	0	0	0	0	NONE
84700	0	0	0	0	0	0	4	NONE
30327	0	0	1	1	0	0	0	NONE
30328	0	0	0	0	1	0	0	NONE
70467	0	1	0	0	0	0	0	NONE
92340	144	0	3	0	2	0	3	NONE
92215	0	0	0	0	0	0	1	NONE
27647EK	43	0	2	1	0	9	15	NONE
84692	2	0	0	0	1	1	5	NONE
84697	42	1	0	2	0	2	26	NONE
84702	34	0	0	0	0	0	0	NONE
87363	0	0	0	0	0	0	0	NONE
81607	0	0	1	0	0	0	0	NONE
81652	0	0	0	0	0	0	1	NONE
84557	0	0	0	0	0	1	0	NONE
84562	0	0	1	0	0	0	0	NONE
88047	1	0	0	0	0	19	0	NONE
88057	0	5	0	0	0	2	3	NONE
88267	15	0	0	2	0	0	0	NONE
30465F-BK	0	6	0	1	3	0	1	NONE
30465F-WH	56	0	0	1	1	0	2	NONE
27245F	0	0	0	0	0	0	0	NONE
29101	0	1	0	1	0	0	0	NONE
92960	54	8	0	0	1	3	0	NONE
59115	0	0	1	0	0	0	0	NONE
52421	55	6	0	6	5	10	6	NONE
30324	0	0	0	1	0	0	0	NONE
56870	39	7	1	0	1	0	1	NONE
30512	0	1	0	0	0	0	1	NONE
10313	0	0	0	0	0	1	0	NONE
92502	0	0	2	0	0	0	0	NONE
56876	5	3	3	0	0	0	0	NONE
97940	10	0	0	0	0	18	3	NONE
97941	47	3	0	0	0	28	3	NONE
97942	44	4	0	3	0	2	4	NONE
97943	3	2	0	0	0	1	31	NONE
59940	4	0	0	0	0	0	0	NONE
59941	10	0	0	0	0	0	0	NONE
59943	9	0	0	0	0	0	0	NONE
59942	8	0	0	0	0	0	0	NONE
22160Q	119	1	1	3	0	2	3	NONE
59934	17	0	2	0	2	0	0	NONE
60122	0	1	0	0	0	0	0	NONE
70272	0	2	0	0	0	0	0	NONE
72027	0	0	0	0	1	0	0	NONE
52660	1	0	0	0	0	1	0	NONE
54180	0	0	0	1	0	0	0	NONE
52420	66	1	0	1	4	8	6	NONE
88833	0	1	0	2	0	0	0	NONE
38328	97	0	0	0	3	0	0	NONE
38333	87	0	0	0	1	0	0	NONE
30468BK	0	0	2	1	2	0	1	NONE
30468WH	4	1	0	0	1	0	1	NONE
30463BK	2	1	2	0	1	0	0	NONE
30463SI	0	0	0	2	0	0	0	NONE
30463WH	23	0	0	0	2	0	1	NONE
30460T-BK	0	1	1	0	0	1	1	NONE
27240T	0	0	0	0	0	0	0	NONE
29100	1	0	0	0	0	0	1	NONE
93003	69	2	0	1	0	0	0	NONE
93005	2	2	0	2	2	0	1	NONE
93008	67	2	2	1	1	0	2	NONE
93009	199	2	0	2	2	0	1	NONE
93013	585	2	2	2	2	0	7	NONE
93014	2	1	0	0	2	0	0	NONE
93020	159	1	2	2	2	0	0	NONE
93024	0	3	1	0	0	0	3	NONE
54465	2	0	0	0	0	0	0	NONE
28037EK	93	0	3	3	2	4	0	2023-01-06
28040Q	34	2	0	1	2	0	1	2023-01-06
DN00088	32	3	1	3	2	0	0	NONE
DN00089	71	0	0	2	3	0	0	NONE
59944	17	0	0	0	0	0	0	NONE
59945	0	1	0	0	0	0	0	NONE
59946	9	0	0	0	0	0	0	NONE
59947	0	1	0	0	0	0	0	NONE
59948	2	0	0	0	0	0	0	NONE
59949	0	0	0	0	0	0	0	NONE
59950	12	0	0	0	0	0	0	NONE
59951	17	0	0	0	0	0	0	NONE
AC00124	73	0	1	0	4	0	0	NONE
AC00125	21	0	0	0	1	1	2	NONE
AC00126	80	0	0	2	3	0	0	NONE
