SKU	Collection	Title	Intro	Colors	Materials	Finish	Width	Depth	Height	Weight	Features	Cost	Image Link	Barcode
17450-S	fiala	sofa	Intro	gray	leather	n/a	84	36	36	110	Features	100	https://drive.google.com/file/d/1QT9EFS5wsaLy7GxpkalgQAdfh93nTVU5/view?usp=sharing	n/a										
