Catalog Year	Catalog Page	 Item#	D E S C R I P T I O N	2022   EAST PETE PRICE 	1SET/#CTN	#PC/CTN	Ctn GW (lbs)	Carton CUFT	Collection Name
2022	1081	80392	PEDESTAL STAND	 $ 284.90 		1	62	8.36	Nysa
2020		80432	END TABLE	 $ 116.60 		1	32	2.63	Ruben
2020		80436	END TABLE	 $ 179.30 		1	33	2.63	Maisie
2022	1087	80506	ACCENT TABLE	 $ 150.70 		1	33	3.57	Peniel
2022	1087	80510	ACCENT TABLE	 $ 104.50 		1	28	2.71	Qrabard
2022	1087	80513	ACCENT TABLE	 $ 100.10 		1	26	2.41	Jeana
2022	1087	80517	ACCENT TABLE	 $ 100.10 		1	26	2.41	Jayme
2022	1087	80518	ACCENT TABLE	 $ 100.10 		1	28	2.41	Flin
2022	1029	80615	COFFEE TABLE	 $ 141.90 		1	27	3.07	Bob
2022	1029	80617	END TABLE	 $ 86.90 		1	14	1.22	Bob
2022	253	80622	ACCENT/END TABLE	 $ 134.20 		1	41	2.33	Karine
2022	87	80635	TV STAND	 $ 248.60 		1	93	5.69	Follian
2022	1002	80655	3PC PK COFFEE/END SET	 $ 277.20 		1	90	6.32	Docila
2022	1011	80660	COFFEE TABLE W/LIFT TOP	 $ 250.80 		1	90	6.77	Docila
2022	1011	80662	END TABLE	 $ 112.20 		1	26	2.6	Docila
2021	839	80680	COFFEE TABLE	 $ 223.30 		1	46	5.58	Mathias
2021	839	80682	END TABLE	 $ 159.50 		1	33	3.39	Mathias
2021	839	80684	SOFA TABLE	 $ 240.90 		1	57	4.72	Mathias
2021	863	80860_KIT	WH COFFEE TABLE	 $ 200.20 	2		64	7.52	Pervis
2021	863	80862_KIT	WH END TABLE	 $ 152.90 	2		40	4.69	Pervis
2022	1087	80921	ACCENT TABLE	 $ 151.80 		1	32	6.09	Perrie
2021	882	80982	END TABLE	 $ 127.60 	2		32	5.02	Hastin
2022	1023	81000	COFFEE TABLE	 $ 369.60 		1	114	7.92	Lafty
2022	1023	81002	END TABLE	 $ 251.90 		1	55	3.52	Lafty
2021	887	81012	END TABLE	 $ 138.60 		1	26	1.67	Heleris
2022	1037	81025	COFFEE TABLE	 $ 385.00 	2		47	2.8	Kalani
2021	929	81030	ACCENT TABLE	 $ 214.50 		1	24	5.79	Treva
2022	1089	81032	ACCENT TABLE	 $ 150.70 		1	16	1.88	Rhodie
2022	997	81040	COFFEE TABLE	 $ 645.70 		1	141	11.81	Ranita
2022	997	81042	END TABLE	 $ 404.80 		1	81	6.38	Ranita
2022	997	81050	COFFEE TABLE	 $ 645.70 		1	126	12.14	Shalisa
2022	997	81052	END TABLE	 $ 387.20 		1	48	5.67	Shalisa
2022	1049	81090	COFFEE TABLE	 $ 257.40 		1	63	6.74	Astrid
2022	1049	81092	END TABLE	 $ 163.90 		1	37	3.73	Astrid
2022	1049	81093	SOFA TABLE	 $ 259.60 		1	57	5.35	Astrid
2020		81107	END TABLE	 $ 133.10 		1	15	2.08	Darby
2022	1052	81110	2PC PK NESTING TABLE SET	 $ 301.40 		1	49	3.43	Shanish
2022	1013	81170	COFFEE TABLE W/LIFT TOP	 $ 317.90 		1	90	8.77	Iban
2022	1013	81172	END TABLE	 $ 169.40 		1	42	4.99	Iban
2022	1031	81175	COFFEE TABLE	 $ 180.40 		1	35	4.78	Ikram
2022	1031	81177	2PC PK END TABLE	 $ 192.50 		2	46	4.47	Ikram
2022	1073	81195	COFFEE TABLE	 $ 240.90 		1	65	6	Yuri
2022	1073	81197	END TABLE	 $ 181.50 		1	39	3.66	Yuri
2022	1048	81240	COFFEE TABLE	 $ 172.70 	2		30	3.16	Oaklie
2022	1048	81244	SOFA TABLE	 $ 189.20 	2		32	3.02	Oaklie
2022	1067	81410	COFFEE TABLE	 $ 677.60 		1	165	22.27	Nysa
2022	1067	81412	END TABLE	 $ 290.40 		1	57	8.4	Nysa
2022	1064	81415	COFFEE TABLE	 $ 657.80 		1	90	11.13	Noralie
2022	1064	81417	END TABLE	 $ 231.00 		1	44	5.44	Noralie
2022	1070	81425	COFFEE TABLE	 $ 779.90 		1	139	24.65	Kachina
2022	1070	81427	END TABLE	 $ 195.80 		1	25	4.01	Kachina
2022	1061	81465	COFFEE TABLE	 $ 764.50 		1	178	23.53	Noralie
2022	1061	81467	END TABLE	 $ 459.80 		1	108	12.7	Noralie
2022	1066	81470	COFFEE TABLE	 $ 718.30 		1	219	21.01	Nysa
2022	1066	81472	END TABLE	 $ 328.90 		1	110	9.33	Nysa
2022	1066	81473	SOFA TABLE	 $ 562.10 		1	133	20.58	Nysa
2022	1063	81475	COFFEE TABLE	 $ 756.80 		1	248	24.29	Noralie
2022	1063	81477	END TABLE	 $ 443.30 		1	107	12.25	Noralie
2022	1047	81610	COFFEE TABLE	 $ 218.90 		1	52	6.98	Orlando Ii
2022	1047	81612	END TABLE	 $ 150.70 		1	31	3.4	Orlando Ii
2022	1023	81625	COCKTAIL OTTOMAN	 $ 300.30 		1	51	6.64	Damien
2021	665	81627	END TABLE	 $ 134.20 		1	27	2.27	Damien
2022	997	81655	COFFEE TABLE	 $ 645.70 		1	113	10.57	Jardena
2022	997	81657	END TABLE	 $ 404.80 		1	62	4.69	Jardena
2022	996	81665	COFFEE TABLE	 $ 645.70 		1	148	10.57	Bently
2022	996	81667	END TABLE	 $ 404.80 		1	85	7.56	Bently
2022	1001	81685	COFFEE TABLE	 $ 645.70 		1	119	10.27	Devayne
2022	1001	81687	END TABLE	 $ 404.80 		1	57	4.69	Devayne
2022	993	81695	COFFEE TABLE	 $ 645.70 		1	117	12.63	Mehadi
2022	993	81697	END TABLE	 $ 383.90 		1	64	5.56	Mehadi
2022	993	81698	SOFA TABLE	 $ 660.00 		1	88	6.44	Mehadi
2022	1035	81705	3PC PK COFFEE/END SET	 $ 199.10 		1	55	4.5	Malai
2022	1000	81715	COFFEE TABLE	 $ 705.10 		1	127	12.6	Daesha
2022	1000	81717	END TABLE	 $ 444.40 		1	55	6.93	Daesha
2022	1000	81718	SOFA TABLE	 $ 722.70 		1	92	9.39	Daesha
2022	71	81730	COFFEE TABLE	 $ 137.50 		1	23	2.44	Allis
2022	71	81735	COFFEE TABLE	 $ 150.70 		1	25	3.25	Bage
2022	71	81737	END TABLE	 $ 71.50 		1	9	1.32	Bage
2022	1037	81825	COFFEE TABLE	 $ 140.80 		1	30	4.29	Valora
2022	1037	81827	END TABLE	 $ 85.80 		1	17	2.29	Valora
2022	1037	81830	COFFEE TABLE	 $ 140.80 		1	30	4.29	Valora
2022	1037	81832	END TABLE	 $ 85.80 		1	17	2.29	Valora
2022	1037	81835	COFFEE TABLE	 $ 169.40 		1	31	4.29	Alivia
2022	1037	81837	END TABLE	 $ 92.40 		1	17	2.03	Alivia
2022	79	81848	BLACK GLASS END TABLE	 $ 83.60 		1	25	1.52	Alyea
2022	72	81849	ACCENT TABLE	 $ 63.80 		1	17	1.17	Danson
2022	1015	81850	COFFEE TABLE W/LIFT TOP	 $ 337.70 		1	68	9.4	Calnan
2022	1015	81855	COFFEE TABLE W/LIFT TOP	 $ 337.70 		1	68	9.4	Calnan
2022	73	81917	END TABLE	 $ 100.10 		1	30	1.94	Geiger
2022	1088	81955	ACCENT TABLE (USB)	 $ 83.60 		1	19	1.8	Wasaki
2022	987	82000	COFFEE TABLE (RECTANGULAR)	 $ 561.00 		1	128	14	Vendome
2022	987	82001	END TABLE	 $ 358.60 		1	68	5.92	Vendome
2022	987	82002	COFFEE TABLE (SQUARE)	 $ 568.70 		1	128	15.05	Vendome
2022	987	82003	SIDE TABLE	 $ 320.10 		1	54	5.78	Vendome
2022	987	82004	SOFA TABLE	 $ 503.80 		1	106	9.6	Vendome
2022	646	82080	BROWN COFFEE TABLE	 $ 489.50 	2		143	11.95	Versailles
2022	645	82085	ANTIQUE WHITE COFFEE TABLE	 $ 489.50 	2		143	11.95	Versailles
2022	658	82095	COFFEE TABLE (STORAGE)	 $ 595.10 		1	132	20.49	Dresden
2022	658	82096	END TABLE	 $ 231.00 		1	42	5.33	Dresden
2022	988	82103	COFFEE TABLE	 $ 530.20 		1	157	14.51	Versailles
2022	988	82104	END TABLE	 $ 327.80 		1	77	6.25	Versailles
2022	1053	82105	NESTING TABLES	 $ 177.10 		1	77	2.28	Simno
2022	995	82110	COFFEE TABLE	 $ 518.10 		1	72	11.37	Ernestine
2022	995	82112	END TABLE	 $ 325.60 		1	46	5.35	Ernestine
2022	1001	82115	COFFEE TABLE	 $ 507.10 		1	90	10.57	Latisha
2022	1001	82117	END TABLE	 $ 316.80 		1	57	4.69	Latisha
2022	989	82120	COFFEE TABLE	 $ 590.70 		1	130	14.51	Versailles
2022	989	82121	END TABLE	 $ 366.30 		1	64	6.25	Versailles
2022	988	82123	COFFEE TABLE	 $ 590.70 		1	134	16.11	Versailles
2022	988	82124	END TABLE	 $ 366.30 		1	64	6.25	Versailles
2022	998	82145	COFFEE TABLE	 $ 645.70 		1	143	10.57	Latisha
2022	998	82147	END TABLE	 $ 377.30 		1	75	4.69	Latisha
2022	995	82150	COFFEE TABLE	 $ 627.00 		1	111	11.37	Ernestine
2022	995	82152	END TABLE	 $ 396.00 		1	60	5.35	Ernestine
2022	1038	82170	COFFEE TABLE	 $ 251.90 		1	62	3.49	Pancho
2022	1038	82172	END TABLE	 $ 155.10 		1	52	2.84	Pancho
2022	1057	82180	COFFEE TABLE	 $ 983.40 		1	126	25.21	Brancaster
2022	1057	82182	END TABLE	 $ 634.70 		1	66	13.54	Brancaster
2022	1093	82296	ACCENT TABLE	 $ 103.40 		1	45	1.49	Coleen -
2022	1093	82298	ACCENT TABLE	 $ 93.50 		1	45	1.49	Coleen -
2022	1036	82305	COFFEE TABLE	 $ 251.90 		1	66	8.59	Charrot
2022	1036	82307	END TABLE	 $ 124.30 		1	31	3.63	Charrot
2020		82310	COFFEE TABLE	 $ 488.40 		1	53	5.25	Genevieve
2020		82312	END TABLE	 $ 194.70 		1	26	1.99	Genevieve
2022	1039	82330	COFFEE TABLE	 $ 258.50 		1	63	4.88	Harta
2022	1039	82332	END TABLE	 $ 143.00 		1	27	2.03	Harta
2022	1036	82335	COFFEE TABLE	 $ 201.30 		1	37	5.85	Mithea
2022	1036	82337	END TABLE	 $ 106.70 		1	23	2.74	Mithea
2022	1051	82340	NESTING TABLE	 $ 195.80 		2	39	3.76	Timbul
2022	1050	82342	NESTING TABLE	 $ 268.40 		2	29	8.33	Flowie
2022	1043	82345	COFFEE TABLE	 $ 390.50 		1	71	5.56	Adiel
2022	1043	82347	END TABLE	 $ 246.40 		1	39	2.44	Adiel
2022	1043	82348	SOFA TABLE	 $ 368.50 		1	56	3.5	Adiel
2022	1040	82360	COFFEE TABLE	 $ 276.10 		1	95	4.7	Nevaeh
2022	1040	82362	END TABLE	 $ 202.40 		1	65	3.41	Nevaeh
2022	1055	82365	LIFT TOP COFFEE TABLE	 $ 292.60 		1	78	6.11	Cargo
2022	998	82440	COFFEE TABLE W/MARBLE TOP	 $ 614.90 		1	128	11.48	Gorsedd
2022	998	82442	END TABLE W/MARBLE TOP	 $ 345.40 		1	77	7.79	Gorsedd
2021	857	82457	2PC PK END TABLE	 $ 223.30 		2	31	3.24	Reon
2021	925	82462	2PC PK END TABLE	 $ 205.70 		2	31	3.24	Reon
2021	925	82467	2PC PK END TABLE	 $ 194.70 		2	31	3.24	Reon
2022	1029	82472	END TABLE	 $ 125.40 		1	44	3.4	Aflo
2021	180	82475	NESTING COCKTAIL TABLE	 $ 247.50 		2	51	6	Virlana
2021	180	82477	END TABLE	 $ 134.20 		1	27	2.95	Virlana
2022	1093	82696	ACCENT TABLE	 $ 103.40 		1	21	2.5	Coleen
2022	1093	82698	ACCENT TABLE	 $ 103.40 		1	21	2.5	Coleen
2022	1086	82740	ACCENT TABLE	 $ 85.80 		1	94	1.94	Bertie
2022	1086	82742	ACCENT TABLE	 $ 85.80 		1	34	1.94	Bertie
2022	1010	82745	COFFEE TABLE W/LIFT TOP	 $ 278.30 		1	94	8.01	Farrel
2022	1010	82746	END TABLE	 $ 159.50 		1	34	3.5	Farrel
2022	1061	82770	COFFEE TABLE	 $ 679.80 		1	134	22.47	Noralie
2022	1061	82772	END TABLE	 $ 295.90 		1	60	9.33	Noralie
2022	1071	82775	COFFEE TABLE	 $ 837.10 		1	132	25.78	Nysa
2022	1071	82777	END TABLE	 $ 401.50 		1	66	10.95	Nysa
2022	1077	82778	ACCENT TABLE	 $ 326.70 		1	90	9.03	Nysa
2022	1074	82779	ACCENT TABLE	 $ 317.90 		1	73	8.13	Noralie
2022	1032	82780	COFFEE TABLE	 $ 162.80 		1	39	5.66	Winam
2022	76	82785	ACCENT TABLE	 $ 67.10 		1	14	1.82	Aberta
2022	76	82787	ACCENT TABLE	 $ 67.10 		1	14	1.82	Aberta
2022	76	82789	ACCENT TABLE	 $ 67.10 		1	14	1.82	Aberta
2022	76	82790	ACCENT TABLE	 $ 67.10 		1	14	1.82	Aberta
2022	77	82792	WALNUT ACCENT TABLE	 $ 59.40 		1	14	1.6	Acton
2022	77	82794	ACCENT TABLE	 $ 59.40 		1	14	1.6	Acton
2022	77	82796	WHITE ACCENT TABLE	 $ 59.40 		1	14	1.6	Acton
2022	77	82798	ACCENT TABLE	 $ 59.40 		1	14	1.6	Acton
2022	77	82800	RED ACCENT TABLE	 $ 59.40 		1	14	1.6	Acton
2022	77	82802	YELLOW ACCENT TABLE	 $ 59.40 		1	10	1.6	Acton
2022	77	82804	ACCENT TABLE	 $ 56.10 		1	10	1.53	Alger
2022	77	82806	ACCENT TABLE	 $ 56.10 		1	10	1.53	Alger
2022	77	82808	ACCENT TABLE	 $ 56.10 		1	10	1.53	Alger
2022	77	82810	ACCENT TABLE	 $ 56.10 		1	10	1.53	Alger
2022	82	82812	ACCENT TABLE	 $ 70.40 		1	14	1.82	Alysa
2022	82	82814	ACCENT TABLE	 $ 70.40 		1	14	1.82	Alysa
2022	82	82816	ACCENT TABLE	 $ 180.40 		1	45	10.27	Alyx
2022	82	82818	WHITE ACCENT TABLE	 $ 180.40 		1	45	10.27	Alyx
2022	76	82820	ACCENT TABLE	 $ 72.60 		1	21	1.45	Babs
2022	76	82822	ACCEENT TABLE	 $ 72.60 		1	21	1.45	Babs
2022	76	82824	ACCENT TABLE	 $ 72.60 		1	21	1.45	Babs
2022	76	82826	BLACK END TABLE	 $ 83.60 		1	21	2.04	Becci
2022	76	82828	WHITE END TABLE	 $ 83.60 		1	21	2.04	Becci
2022	76	82830	WALNUT END TABLE	 $ 83.60 		1	21	2.04	Becci
2022	767	82832	END TABLE	 $ 83.60 		1	21	2.04	Becci
2022	77	82836	ACCENT TABLE	 $ 81.40 		1	24	1.94	Bertie
2022	77	82838	ACCENT TABLE	 $ 81.40 		1	24	1.94	Bertie
2022	77	82840	GREEN ACCENT TABLE	 $ 81.40 		1	24	1.94	Bertie
2022	77	82842	WHITE ACCENT TABLE	 $ 81.40 		1	24	1.94	Bertie
2022	1095	82844	GAME TABLE	 $ 255.20 		1	63	8.21	Bishop
2022	1095	82846	GAME TABLE	 $ 255.20 		1	63	7.64	Bishop
2022	1095	82847	GAME TABLE	 $ 259.60 		1	65	7.78	Bishop Ii
2022	1095	82849	GAME TABLE	 $ 259.60 		1	65	7.78	Bishop Ii
2022	1007	82850	COFFEE TABLE	 $ 254.10 		1	75	7.97	Christa
2022	1007	82852	END TABLE W/USB PORT	 $ 138.60 		1	30	2.92	Christa
2022	1007	82854	SOFA TABLE	 $ 210.10 		1	58	5.61	Christa
2022	1056	82855	COFFEE TABLE	 $ 916.30 		1	159	24.06	Brancaster
2022	1031	82860	COFFEE TABLE	 $ 182.60 		1	58	4.88	Francie
2022	1031	82862	END TABLE	 $ 115.50 		1	30	2.67	Francie
2022	1031	82863	SOFA TABLE	 $ 184.80 		1	44	4.29	Francie
2022	1020	82870	COFFEE TABLE	 $ 243.10 		1	47	7.5	Boice Ii
2022	1020	82872	END TABLE	 $ 178.20 		1	24	4.22	Boice Ii
2022	1020	82873	SOFA TABLE	 $ 225.50 		1	32	6.67	Boice Ii
2022	1016	82890	COFFEE TABLE	 $ 228.80 		1	66	5.28	Gasha
2022	1016	82892	END TABLE	 $ 147.40 		1	34	2.53	Gasha
2022	69	82906	GRAY END TABLE	 $ 159.50 		1	40	4.09	Frisco
2022	69	82907	GREEN END TABLE	 $ 159.50 		1	40	4.09	Frisco
2022	69	82908	WHITE END TABLE	 $ 159.50 		1	40	4.09	Frisco
2021	69	82909	END TABLE	 $ 181.50 		1	35	3.94	Hiroko
2022	69	82912	END TABLE	 $ 128.70 		1	22	2.53	Fordon
2022	69	82917	GRAY END TABLE	 $ 128.70 		1	22	2.53	Fordon
2022	69	82920	COFFEE TABLE	 $ 213.40 		1	39	6	Fordon
2022	69	82922	ANTIQUE WHITE END TABLE	 $ 128.70 		1	22	2.53	Fordon
2021	889	82947	END TABLE	 $ 172.70 		1	27	3.52	Hepton
2022	1011	82950	COFFEE TABLE W/LIFT TOP	 $ 222.20 		1	85	6.72	Malachi
2022	1011	82952	END TABLE	 $ 127.60 		1	35	3.52	Malachi
2022	1034	82955	COFFEE TABLE	 $ 380.60 		1	48	8.14	Weyton
2022	1034	82957	END TABLE	 $ 217.80 		1	25	3.76	Weyton
2022	1047	82990	COFFEE TABLE	 $ 234.30 		1	49	9.25	Bluelipe
2022	1047	82992	END TABLE	 $ 138.60 		1	26	4.74	Bluelipe
2022	1047	82995	COFFEE TABLE	 $ 184.80 		1	48	4.86	Veises
2022	1047	82997	END TABLE	 $ 140.80 		1	26	3.4	Veises
2022	1047	82999	SOFA TABLE	 $ 234.30 		1	60	5.91	Veises
2022	987	83000	COFFEE TABLE	 $ 561.00 		1	130	14.58	Vendome
2022	987	83000B	COFFEE TABLE	 $ 561.00 		1	130	14.58	Vendome
2022	987	83001	END TABLE	 $ 358.60 		1	79	7.11	Vendome
2022	987	83001B	END TABLE	 $ 358.60 		1	79	7.11	Vendome
2022	987	83002	SOFA TABLE	 $ 503.80 		1	106	10.69	Vendome
2022	987	83002B	SOFA TABLE	 $ 503.80 		1	106	10.69	Vendome
2022	1035	83005	COFFEE TABLE	 $ 154.00 		1	28	2.53	Bromia
2022	1035	83007	END TABLE	 $ 133.10 		1	18	1.67	Bromia
2022	1028	83055	COFFEE TABLE	 $ 279.40 		1	98	8.77	Pellio
2022	996	83065	COFFEE TABLE	 $ 739.20 		1	178	13.61	Eustoma
2022	996	83067	END TABLE	 $ 462.00 		1	90	6.02	Eustoma
2022	996	83070	COFFEE TABLE	 $ 806.30 		1	287	16.8	Forsythia
2022	996	83072	END TABLE	 $ 460.90 		1	120	6.52	Forsythia
2022	1003	83082	END TABLE	 $ 178.20 		1	40	3.18	Francesca
2020		83092	END TABLE	 $ 173.80 		1	39	4.69	Florissa
2022	1051	83095	2PC PACK NESTING TABLES	 $ 267.30 		1	84	5.41	Andover
2022	1020	83105	COFFEE TABLE	 $ 206.80 		1	87	5.64	Feit
2022	1020	83107	END TABLE	 $ 150.70 		1	49	3.52	Feit
2022	667	83120	COFFEE TABLE	 $ 459.80 		1	104	10.6	Vendome Ii
2022	667	83121	END TABLE	 $ 313.50 		1	66	9.49	Vendome Ii
2022	1041	83125	COFFEE TABLE	 $ 204.60 		1	63	8.44	Aspers
2022	666	83130	COFFEE TABLE	 $ 459.80 		1	101	14.15	Vendome Ii
2022	666	83131	END TABLE	 $ 313.50 		1	67	8.54	Vendome Ii
2022	1006	83135	COFFEE TABLE	 $ 214.50 		1	83	4.29	Armour
2022	1015	83140	COFFEE TABLE W/LIFT TOP	 $ 198.00 		1	79	3.69	Avala
2022	1014	83145	COFFEE TABLE W/LIFT TOP	 $ 231.00 		1	84	5.15	Throm
2022	1053	83150	2PC PK NESTING TABLES	 $ 94.60 		1	24	1.41	Oblis
2022	984	83160	COFFEE TABLE (RECTANGULAR)	 $ 355.30 		1	90	8.62	Dresden
2022	984	83161	END TABLE	 $ 247.50 		1	42	3.65	Dresden
2022	1035	83210	COFFEE TABLE	 $ 173.80 		1	38	4.63	Brecon
2022	1035	83212	END TABLE	 $ 127.60 		1	21	2.51	Brecon
2022	1035	83213	SOFA TABLE	 $ 177.10 		1	46	3.86	Brecon
2021	893	83215	COFFEE TABLE	 $ 209.00 		1	32	5.67	Bodfish
2021	893	83217	END TABLE	 $ 129.80 		1	20	2.88	Bodfish
2022	1005	83222	END TABLE	 $ 201.30 		1	45	4.36	Ariolo
2022	1005	83223	SOFA TABLE	 $ 240.90 		1	62	5.69	Ariolo
2022	1017	83225	COFFEE TABLE	 $ 302.50 		1	65	5.75	Atalia
2022	1017	83227	END TABLE	 $ 156.20 		1	30	2.98	Atalia
2022	1017	83228	SOFA TABLE	 $ 249.70 		1	53	4.31	Atalia
2022	1052	83230	2PC PK NESTING TABLES	 $ 146.30 		1	31	3.54	Allison
2022	1032	83235	3PC PACK COFFEE/END SET	 $ 254.10 		1	58	4.6	Jurgen
2022	1032	83240	3PC PACK COFFEE/END SET	 $ 308.00 		1	58	4.6	Jurgen
2022	1021	83300	COFFEE TABLE	 $ 184.80 		1	115	4.75	Cicatrix
2022	1021	83302	END TABLE	 $ 115.50 		1	48	2.44	Cicatrix
2022	1021	83305	COFFEE TABLE	 $ 232.10 		1	115	4.63	Thistle
2022	1021	83307	END TABLE	 $ 159.50 		1	48	3.05	Thistle
2020		83315	END TABLE	 $ 111.10 		1	40	1.39	Sada
2022	1009	83325	COFFEE TABLE W/LIFT TOP	 $ 481.80 		1	136	18.3	Natesa
2022	1009	83327	END TABLE	 $ 182.60 		1	53	5.81	Natesa
2022	1016	83335	COFFEE TABLE-WITH LIFT TOP	 $ 368.50 	2		153	9.04	Forbes
2022	1016	83337	END TABLE	 $ 192.50 		1	79	5.48	Forbes
2022	982	83460	COFFEE TABLE	 $ 514.80 		1	106	12.53	Picardy --Ii
2022	983	83465	COFFEE TABLE	 $ 596.20 		1	97	16.52	Picardy
2022	983	83467	END TABLE	 $ 333.30 		1	62	7.3	Picardy
2022	1050	83470	COFFEE TABLE	 $ 309.10 		1	106	7.41	Uchenna
2022	1050	83473	SOFA TABLE	 $ 322.30 		1	57	5.22	Uchenna
2022	1050	83474	END TABLE	 $ 127.60 		1	42	1.53	Uchenna
2022	1021	83475	COFFEE TABLE	 $ 211.20 		1	126	4.33	Tainte
2022	1021	83477	END TABLE	 $ 127.60 		1	42	1.81	Tainte
2022	1045	83480	COFFEE TABLE	 $ 191.40 		1	42	4.51	Virtue
2022	1045	83482	END TABLE	 $ 110.00 		1	19	1.67	Virtue
2022	1045	83484	SOFA TABLE	 $ 172.70 		1	37	2.78	Virtue
2022	998	83540	COFFEE TABLE W/MARBLE TOP	 $ 493.90 		1	99	8.4	Chantelle
2022	998	83542	END TABLE W/MARBLE TOP	 $ 366.30 		1	68	6.1	Chantelle
2022	1057	83555	COFFEE TABLE	 $ 1,174.80 		1	126	23.62	Brancaster
2022	1072	83580	COFFEE TABLE	 $ 783.20 		1	163	24.29	Dominic
2022	1072	83582	END TABLE	 $ 308.00 		1	75	9.33	Dominic
2020		83671	WHITE END TABLE	 $ 91.30 		1	29	2.52	Gordie
2020		83680	WHITE COFFEE TABLE	 $ 167.20 		1	63	4.84	Gordie
2020		83685	BLACK COFFEE TABLE	 $ 167.20 		1	63	4.84	Gordie
2022	1024	83865	COFFEE TABLE	 $ 199.10 		1	101	5.37	Kande
2022	1089	83870	ACCENT TABLE	 $ 125.40 		1	19	3.39	Kaseko
2020		83895	ACCENT TABLE	 $ 157.30 		1	30	2.17	Sara II
2021	877	83929	SOFA TABLE	 $ 182.60 		1	41	3.5	Liddell
2022	1049	83930	COFFEE TABLE	 $ 182.60 		1	41	4.03	Hollo
2022	1049	83932	END TABLE	 $ 138.60 		1	24	2.5	Hollo
2022	1049	83934	SOFA TABLE	 $ 216.70 		1	38	4.47	Hollo
2022	1020	83935	COFFEE TABLE	 $ 199.10 		1	35	3.56	Adelae
2022	1020	83937	END TABLE	 $ 124.30 		1	18	2.01	Adelae
2022	1020	83939	SOFA TABLE	 $ 191.40 		1	30	3.68	Adelae
2022	1045	83940	COFFEE TABLE	 $ 206.80 		1	47	4.96	Zekera
2022	1045	83942	END TABLE	 $ 127.60 		1	26	2.33	Zekera
2022	697	83945	COCKTAIL TABLE	 $ 765.60 		1	90	34.14	Sheridan
2022	1030	83950	COFFEE TABLE	 $ 133.10 		1	26	3	Sytira
2022	1030	83952	END TABLE	 $ 97.90 		1	16	1.63	Sytira
2022	1026	83960	COFFEE TABLE	 $ 89.10 		1	115	2.55	Taurus
2022	1026	83962	END TABLE	 $ 44.00 		1	16	0.79	Taurus
2022	1026	83964	SOFA TABLE	 $ 78.10 		1	16	1.56	Taurus
2022	1019	83965	COFFEE TABLE	 $ 91.30 		1	25	2.55	Taurus
2022	1019	83967	END TABLE	 $ 42.90 		1	16	0.79	Taurus
2022	1019	83969	SOFA TABLE	 $ 73.70 		1	10	1.56	Taurus
2021	845	84150	COFFEE TABLE (CONVERTIBLE)	 $ 341.00 		1	95	9.75	Lonny
2021	845	84155	COFFEE TABLE (CONVERTIBLE)	 $ 341.00 		1	95	9.75	Lonny
2022	992	84310	COFFEE TABLE	 $ 491.70 		1	88	8.4	Ciddrenar
2022	992	84312	END TABLE	 $ 346.50 		1	60	6.1	Ciddrenar
2022	992	84313	SOFA TABLE	 $ 393.80 		1	66	5.35	Ciddrenar
2022	78	84445	WHITE ACCENT TABLE	 $ 108.90 		1	13	1.88	Sonria
2022	78	84448	BLACK ACCENT TABLE	 $ 108.90 		1	13	1.88	Sonria
2020		84460	WHITE ACCENT TABLE	 $ 269.50 		1	27	6.25	Belinut
2020		84461	BLACK ACCENT TABLE	 $ 269.50 		1	27	6.25	Belinut
2020		84466	ACCENT TABLE	 $ 119.90 		1	13	0.97	Mazon
2022	1089	84470	2PC PK NESTING TABLES SET	 $ 291.50 		1	42	5.9	Enca
2022	72	84490	COFFEE TABLE	 $ 399.30 	2		86	6.6	Tanquin
2022	72	84492	END TABLE	 $ 313.50 	2		52	3.15	Tanquin
2022	79	84495	END TABLE	 $ 224.40 		1	36	3	Denvor
2022	79	84496	END TABLE	 $ 220.00 		1	36	3	Denvor
2022	1017	84500	COFFEE TABLE	 $ 224.40 		1	114	4.98	Telestis
2021	865	84502	END TABLE	 $ 89.10 		1	39	2.29	Telestis
2021	865	84507	END TABLE	 $ 89.10 		1	39	2.29	Telestis
2020		84522	END TABLE	 $ 121.00 		1	50	2.88	Pisanio
2022	1016	84545	COFFEE TABLE	 $ 270.60 		1	99	6.34	Romina
2022	1016	84547	END TABLE	 $ 220.00 		1	45	10.55	Romina
2021	884	84607	END TABLE	 $ 194.70 	2		24	5.93	Volusius
2022	1048	84610	COFFEE TABLE	 $ 391.60 	2		105	3.46	Salonius
2020	743	84625	COFFEE TABLE	 $ 181.50 		1	51	4.53	Snyder
2020	743	84627	END TABLE	 $ 135.30 		1	34	3.02	Snyder
2020		84630	COFFEE TABLE	 $ 220.00 		1	53	6.23	Lukey
2020		84632	END TABLE	 $ 137.50 		1	24	3.29	Lukey
2021	881	84640	COFFEE TABLE	 $ 167.20 		1	31	5.01	Bage Ii
2020		84647	END TABLE	 $ 150.70 		1	26	2.81	Jethro
2020		84651	ACCENT TABLE	 $ 114.40 		1	13	2.6	Crary
2022	1023	84665	COFFEE TABLE	 $ 180.40 		1	97	3.54	Gwynn
2022	1073	84675	COFFEE TABLE	 $ 405.90 		1	82	12.51	Noralie
2022	1073	84677	END TABLE	 $ 204.60 		1	42	5.63	Noralie
2022	1073	84678	CONSOLE TABLE	 $ 287.10 		1	58	7.28	Noralie
2022	1041	84680	COFFEE TABLE	 $ 393.80 		1	92	10.83	Orion
