Catalog Year	Catalog Page	 Item#	D E S C R I P T I O N	2022   EAST PETE PRICE 	1SET/#CTN	#PC/CTN	Ctn GW (lbs)	Carton CUFT	Collection Name
2022	673	51042	CHAIR W/2 PILLOWS	 $ 1,852.40 	2		123	64.98	Ranita
2022	693	51050	SOFA (W/7 PILLOWS)	 $ 2,299.00 		1	238	130.78	Shalisa
2022	693	51051	LOVESEAT (W/5 PILLOWS)	 $ 1,708.30 		1	188	100.38	Shalisa
2022	693	51052	CHAIR (W/2 PILLOWS)	 $ 1,128.60 		1	76	58.5	Shalisa
2022	913	51210	SECTIONAL SOFA (REV. CHAISE) W/OTTOMAN	 $ 821.70 		1	165	39.13	Lyssa
2022	912	51215	SECTIONAL SOFA (REV. CHAISE) W/OTTOMAN	 $ 821.70 		1	165	39.13	Lyssa
2022	903	51605	SECTIONAL SOFA	 $ 1,078.00 	2		250	58.93	Trifora
2022	827	51815	SOFA (MOTION)	 $ 672.10 		1	157	33.4	Treyton
2022	827	51816	LOVESEAT (MOTION)	 $ 497.20 		1	125	23.92	Treyton
2022	963	51817	RECLINER	 $ 309.10 		1	76	14.44	Treyton
2020	777	51820	BLUE REVERSIBLE SECTIONAL SOFA	 $ 788.70 	3		220	47.87	Marcin
2020	776	51830	LIGHT GRAY REVERSIBLE SECTIONAL SOFA	 $ 788.70 	3		220	47.87	Marcin
2022	940	51895	SOFA W/STORAGE	 $ 647.90 		1	157	36.2	Rogyne
2022	902	51900	SECTIONAL SOFA	 $ 1,156.10 	3		279	69.29	Walcher
2022	662	52000	OVERSIZE SOFA W/4 PILLOWS	 $ 3,487.00 	1	1	271	177.86	Vendome
2022	662	52001	SOFA (W/4 PILLOWS)	 $ 2,762.10 		1	194	137.5	Vendome
2022	662	52002	LOVESEAT (W/3 PILLOWS)	 $ 2,200.00 		1	159	89.58	Vendome
2022	662	52003	CHAIR (W/1 PILLOW)	 $ 1,670.90 		1	119	61.11	Vendome
2022	819	52050	SOFA (MOTION)	 $ 752.40 		1	190	32.99	Corra
2022	819	52051	LOVESEAT (MOTION)	 $ 567.60 		1	153	24.31	Corra
2022	819	52052	RECLINER (MOTION)	 $ 337.70 		1	95	14.76	Corra
2022	758	52055	SOFA (W/2 PILLOWS)	 $ 761.20 		1	118	41.6	Cyndi
2022	758	52056	LOVESEAT (W/2 PILLOWS)	 $ 598.40 		1	96	31.07	Cyndi
2022	758	52057	CHAIR (W/1 PILLOW)	 $ 419.10 		1	71	19.48	Cyndi
2022	712	52060	SOFA (W/5 PILLOWS)	 $ 1,380.50 		1	163	75.17	Saira
2022	712	52061	LOVESEAT (W/3 PILLOWS)	 $ 1,114.30 		1	119	57.16	Saira
2022	712	52062	CHAIR (W/1 PILLOW)	 $ 553.30 		1	60	23.23	Saira
2022	837	52070	POWER MOTION SECTIONAL SOFA	 $ 2,602.60 	6		421	123.3	Brax
2022	646	52080	SOFA (W/5 PILLOWS)	 $ 2,712.60 		1	251	137.95	Versailles
2022	646	52082	CHAIR (W/1 PILLOW)	 $ 918.50 		1	91	33.06	Versailles
2022	645	52085	SOFA (W/5 PILLOWS)	 $ 2,712.60 		1	251	146.46	Versailles
2022	645	52087	CHAIR (W/1 PILLOW)	 $ 918.50 		1	91	36.94	Versailles
2022	659	52090	SOFA (W/7 PILLOWS)	 $ 2,911.70 		1	209	136.41	Dresden -
2022	659	52091	LOVESEAT (W/5 PILLOWS)	 $ 2,399.10 		1	152	98.28	Dresden -
2022	659	52092	CHAIR W/1 PILLOW	 $ 862.40 		1	97	44.77	Dresden -
2022	658	52095	SOFA (W/7 PILLOWS)	 $ 2,911.70 		1	209	150.39	Dresden -
2022	658	52096	LOVESEAT (W/5 PILLOWS)	 $ 2,399.10 		1	152	119.31	Dresden -
2022	658	52097	CHAIR W/1 PILLOW	 $ 862.40 		1	97	37.71	Dresden -
2022	644	52105	SOFA (W/5 PILLOWS)	 $ 2,332.00 		1	227	156.72	Versailles
2022	644	52106	LOVESEAT (W/3 PILLOWS)	 $ 1,834.80 		1	172	138.38	Versailles
2022	644	52107	CHAIR (W/2 PILLOWS)	 $ 1,306.80 		1	137	69	Versailles
2022	696	52110	SOFA (W/7 PILLOWS)	 $ 1,964.60 		1	147	133.59	Ernestine
2022	696	52111	LOVESEAT (W/6 PILLOWS)	 $ 1,553.20 		1	121	106.98	Ernestine
2022	696	52112	CHAIR (W/2 PILLOWS)	 $ 1,045.00 		1	83	65.1	Ernestine
2022	672	52115	SOFA W/6 PILLOWS	 $ 2,074.60 		1	203	125.51	Latisha
2022	672	52116	LOVESEAT W/5 PILLOWS	 $ 1,643.40 		1	175	102.22	Latisha
2022	672	52117	CHAIR W/2 PILLOWS	 $ 1,123.10 		1	128	70.39	Latisha
2022	650	52120	SOFA (W/7 PILLOWS)	 $ 2,657.60 		1	220	126.48	Versailles
2022	650	52121	LOVESEAT (W/5 PILLOWS)	 $ 2,103.20 		1	161	92.45	Versailles
2022	650	52122	CHAIR (W/2 PILLOWS)	 $ 1,446.50 		1	126	56.22	Versailles
2022	651	52125	SOFA (W/7 PILLOWS)	 $ 2,657.60 		1	198	131.12	Versailles
2022	651	52126	LOVESEAT (W/4 PILLOWS)	 $ 2,103.20 		1	157	90.9	Versailles
2022	651	52127	CHAIR (W/2 PILLOWS)	 $ 1,446.50 		1	112	62.42	Versailles
2022	822	52150	SOFA (MOTION)	 $ 766.70 		1	188	35.92	Zuriel
2022	822	52151	LOVESEAT (MOTION)	 $ 595.10 		1	149	26.12	Zuriel
2022	962	52152	ROCKER RECLINER (MOTION)	 $ 337.70 		1	98	15.39	Zuriel
2022	955	52153	POWER RECLINER	 $ 408.10 		1	96	14.8	Zuriel
2022	823	52280	SOFA (MOTION)	 $ 766.70 		1	188	35.92	Zuriel
2022	823	52281	LOVESEAT (MOTION)	 $ 595.10 		1	149	26.12	Zuriel
2022	962	52282	ROCKER RECLINER (MOTION)	 $ 337.70 		1	98	15.39	Zuriel
2022	955	52284	POWER RECLINER	 $ 408.10 		1	96	14.8	Zuriel
2022	823	52285	SOFA (MOTION)	 $ 766.70 		1	188	35.92	Zuriel
2022	823	52286	LOVESEAT (MOTION)	 $ 595.10 		1	149	26.12	Zuriel
2022	962	52287	ROCKER RECLINER (MOTION)	 $ 337.70 		1	98	15.39	Zuriel
2022	955	52288	POWER RECLINER	 $ 408.10 		1	96	14.8	Zuriel
2022	920	52300	SECTIONAL SOFA	 $ 715.00 	2		189	36.53	Hiltons
2022	872	52375	SECTIONAL SOFA	 $ 1,358.50 	2		216	64.07	Aurelia Ii
2022	872	52378	OTTOMAN (NO STORAGE)	 $ 173.80 		1	33	9.95	Aurelia Ii
2022	725	52405	SOFA (W/4 PILLOWS)	 $ 515.90 		1	134	25.89	Laurissa
2022	725	52406	LOVESEAT (W/4 PILLOWS)	 $ 385.00 		1	106	17.14	Laurissa
2022	725	52407	CHAIR (W/3 PILLOWS)	 $ 282.70 		1	79	12.13	Laurissa
2022	723	52420	SOFA (W/2 PILLOWS)	 $ 667.70 		1	129	29.98	Aurelia
2022	723	52421	LOVESEAT (W/2 PILLOWS)	 $ 601.70 		1	99	24.37	Aurelia
2022	723	52422	CHAIR (W/1 PILLOW)	 $ 407.00 		1	76	17.02	Aurelia
2022	723	52425	SOFA W/2 PILLOWS	 $ 667.70 		1	129	29.98	Aurelia
2022	723	52427	CHAIR W/1 PILLOW	 $ 407.00 		1	76	17.02	Aurelia
2022	682	52440	SOFA (W/5 PILLOWS)	 $ 2,521.20 		1	172	102.17	Gorsedd
2022	682	52441	LOVESEAT (W/4 PILLOWS)	 $ 2,055.90 		1	137	87	Gorsedd
2022	682	52442	CHAIR (W/1 PILLOW)	 $ 1,210.00 		1	93	44.8	Gorsedd
2022	774	52475	SOFA	 $ 2,602.60 		1	205	52.54	Silchester
2022	774	52477	CHAIR	 $ 1,309.00 		1	86	23.29	Silchester
2022	775	52480	SOFA	 $ 2,978.80 		1	205	44	Porchester
2022	775	52481	LOVESEAT	 $ 2,307.80 		1	146	33.46	Porchester
2022	775	52482	CHAIR	 $ 1,622.50 		1	86	22.46	Porchester
2022	730	52525	SOFA WITH 4 PILLOWS (SAME AS LV01397)	 $ 1,614.80 		1	207	70.92	Trislar
2022	730	52526	LOVESEAT W/4 PILLOWS(SAME AS LV01398)	 $ 1,287.00 		1	170	53	Trislar
2022	845	52540	GRAY SECTIONAL SOFA	 $ 1,689.60 	3		362	92.45	Tavin
2022	844	52545	BROWN SECTIONAL SOFA	 $ 1,689.60 	3		362	92.45	Tavin
2022	717	52580	SOFA (W/2 PILLOWS)	 $ 968.00 		1	132	67.29	Alianza
2022	717	52581	LOVESEAT (W/2 PILLOWS)	 $ 749.10 		1	95	49.08	Alianza
2022	717	52582	CHAIR	 $ 473.00 		1	66	28.5	Alianza
2022	893	52645	CREAM PU SECTIONAL SOFA	 $ 1,117.60 	2		217	52	Connor
2022	893	52650	BLACK PU SECTIONAL SOFA	 $ 1,117.60 	2		217	52	Connor
2022	901	52700	CHOCOLATE SECTIONAL SOFA	 $ 1,048.30 	2		206	55.34	Belville
2022	901	52703	OTTOMAN W/STORAGE	 $ 180.40 		1	36	9.21	Belville
2022	900	52705	BEIGE SECTIONAL SOFA	 $ 1,048.30 	2		195	55.34	Belville
2022	900	52708	OTTOMAN W/STORAGE	 $ 180.40 		1	39	9.21	Belville
2022	901	52710	GRAY SECTIONAL SOFA	 $ 1,048.30 	2		203	56.66	Belville
2022	901	52713	OTTOMAN W/STORAGE	 $ 180.40 		1	39	9.21	Belville
2022	765	52730	BROWN SOFA & LOVESEAT	 $ 656.70 	2		169	30.78	Platinum II
2022	764	52735	GRAY SOFA & LOVESEAT	 $ 656.70 	2		169	30.78	Platinum II
2022	765	52740	BEIGE SOFA & LOVESEAT	 $ 656.70 	2		169	30.78	Platinum II
2022	764	52745	RED SOFA & LOVESEAT	 $ 656.70 	2		169	30.78	Platinum II
2022	892	52755	SECTIONAL SOFA	 $ 870.10 		1	165	37.92	Melvyn
2022	888	52760	SECTIONAL SOFA	 $ 887.70 	2		214	42.43	Earsom
2022	890	52765	SECTIONAL SOFA	 $ 1,083.50 	2		190	67.53	Essick
2022	762	52770	SOFA	 $ 411.40 		1	99	19.41	Earsom
2022	762	52771	LOVESEAT	 $ 338.80 		1	82	15.8	Earsom
2022	909	52775	REVERSIBLE SOFA & OTTOMAN	 $ 515.90 		1	129	26.18	Earsom
2022	747	52780	SOFA	 $ 1,230.90 		1	114	41.93	Dixie
2022	747	52781	LOVESEAT	 $ 1,064.80 		1	92	35.41	Dixie
2022	749	52785	SOFA	 $ 960.30 		1	115	41.21	Honor
2022	749	52786	LOVESEAT	 $ 844.80 		1	93	35.25	Honor
2022	733	52790	SOFA (W/3 PILLOWS)	 $ 1,356.30 		1	141	52.03	Gillian
2022	733	52791	LOVESEAT (W/2 PILLOWS)	 $ 1,106.60 		1	123	40.59	Gillian
2022	748	52795	SOFA	 $ 1,399.20 		1	139	49.29	Adam -
2022	748	52796	LOVESEAT	 $ 1,138.50 		1	121	41.17	Adam -
2022	732	52830	SOFA (W/5 PILLOWS)	 $ 1,281.50 		1	153	55.75	Phaedra
2022	732	52831	LOVESEAT (W/4 PILLOWS)	 $ 1,061.50 		1	106	42.25	Phaedra
2022	732	52832	CHAIR (W/2 PILLOWS)	 $ 685.30 		1	57	25.23	Phaedra
2022	933	52990	SECTIONA SOFA	 $ 1,332.10 	2		251	76.06	Jemima
2022	661	53000	SOFA W/4 PILLOWS	 $ 3,019.50 		1	194	149.5	Vendome
2022	661	53000B	SOFA W/4 PILLOWS	 $ 3,019.50 		1	194	149.5	Vendome
2022	661	53001	LOVESEAT W/3 PILLOWS	 $ 2,307.80 		1	179	114.56	Vendome
2022	661	53001B	LOVESEAT W/3 PILLOWS	 $ 2,307.80 		1	179	114.56	Vendome
2022	661	53002	CHAIR W/2 PILLOWS	 $ 1,566.40 		1	130	70.02	Vendome
2022	661	53002B	CHAIR W/2 PILLOWS	 $ 1,566.40 		1	130	70.02	Vendome
2022	891	53040	BLACK PU SECTIONAL SOFA	 $ 1,062.60 	2		187	48.36	Essick Ii
2022	891	53045	GRAY PU SECTIONAL SOFA	 $ 1,062.60 	2		190	49.39	Essick Ii
2022	669	53065	SOFA	 $ 3,360.50 	2		205	124	Eustoma
2022	669	53066	LOVESEAT	 $ 2,747.80 	2		162	90.89	Eustoma
2022	669	53067	CHAIR	 $ 1,973.40 	2		120	59.68	Eustoma
2022	668	53070	SOFA	 $ 3,776.30 	2		281	129.77	Forsythia
2022	668	53071	LOVESEAT	 $ 3,044.80 	2		224	100.2	Forsythia
2022	668	53072	CHAIR	 $ 2,227.50 	2		172	71.37	Forsythia
2022	718	53090	SOFA W/4 PILLOWS	 $ 1,208.90 		1	141	69.25	Gaura
2022	718	53091	LOVESEAT W/3 PILLOWS	 $ 1,035.10 		1	116	56.53	Gaura
2022	718	53092	CHAIR W/1 PILLOW	 $ 508.20 		1	57	23.98	Gaura
2022	667	53120	SOFA (W/5 PILLOWS)	 $ 2,440.90 		1	205	110.53	Vendome II
2022	667	53121	LOVESEAT (W/3 PILLOWS)	 $ 1,922.80 		1	161	85.35	Vendome II
2022	667	53122	CHAIR (W/1 PILLOW)	 $ 1,185.80 		1	119	48.74	Vendome II
2022	666	53130	SOFA (W/5 PILLOWS)	 $ 2,440.90 		1	205	110.53	Vendome II
2022	666	53131	LOVESEAT (W/3 PILLOWS)	 $ 1,922.80 		1	161	85.35	Vendome II
2022	666	53132	CHAIR (W/1 PILLOW)	 $ 1,185.80 		1	119	48.74	Vendome II
2022	657	53160	SOFA (W/4 PILLOWS)	 $ 1,764.40 		1	174	97.14	Dresden
2022	657	53161	LOVESEAT (W/3 PILLOWS)	 $ 1,366.20 		1	137	68.36	Dresden
2022	657	53162	CHAIR (W/2 PILLOWS)	 $ 996.60 		1	115	47.95	Dresden
2022	714	53280	SOFA W/2 PILLOWS	 $ 620.40 		1	130	33.84	Hannes
2022	714	53281	LOVESEAT W/2 PILLOWS	 $ 469.70 		1	101	24.79	Hannes
2022	714	53282	CHAIR	 $ 311.30 		1	68	18.27	Hannes
2022	863	53305	MODULAR - ARMLESS CHAIR	 $ 255.20 		1	64	10.63	Bois Ii
2022	863	53306	MODULAR - WEDGE	 $ 333.30 		1	49	16.55	Bois Ii
2022	863	53307	OTTOMAN (STORAGE)	 $ 248.60 		1	55	10.63	Bois Ii
2022	889	53315	REVERSIBLE SECTIONAL SOFA & OTTOMAN	 $ 845.90 	2		165	41.63	Ceasar
2022	922	53345	REVERSIBLE SECTIONAL SOFA  w/SLEEPER & STORAGE	 $ 877.80 	2		229	50.87	Lloyd
2022	734	53385	SOFA	 $ 735.90 	3		148	30.4	Gillian Ii
2022	734	53388	LOVESEAT	 $ 544.50 	2		114	21.81	Gillian Ii
2022	734	53389	CHAIR	 $ 360.80 	2		89	14.85	Gillian Ii
2022	721	53400	GREEN SOFA	 $ 899.80 	2		152	41.21	Iberis
2022	721	53402	GREEN LOVESEAT	 $ 709.50 	2		140	36.16	Iberis
2022	721	53405	NAVY SOFA	 $ 899.80 	2		152	41.21	Iberis
2022	721	53407	NAVY LOVESEAT	 $ 709.50 	2		140	36.16	Iberis
2022	643	53460	SOFA (W/7 PILLOWS)	 $ 2,750.00 		1	187	128.56	Picardy Ii
2022	643	53461	LOVESEAT (W/4 PILLOWS)	 $ 1,955.80 		1	154	75.61	Picardy Ii
2022	643	53462	CHAIR (W/1 PILLOW)	 $ 1,261.70 		1	82	55.16	Picardy Ii
2022	643	53463	ACCENT CHAIR W/1 PILLOW	 $ 1,499.30 		1	95	62.06	Picardy Ii
2022	642	53465	SOFA (W/8 PILLOWS)	 $ 2,781.90 		1	249	208.84	Picardy
2022	642	53466	CHAIR (W/1 PILLOW & LF LEAF)	 $ 639.10 		1	49	24.44	Picardy
2022	642	53467	CHAIR (W/1 PILLOW & RF LEAF)	 $ 639.10 		1	49	24.44	Picardy
2022	687	53540	SOFA (W/3 PILLOWS)	 $ 1,984.40 		1	159	85.63	Chantelle
2022	687	53541	LOVESEAT (W/3 PILLOWS)	 $ 1,582.90 		1	116	66.29	Chantelle
2022	687	53542	CHAIR (W/1 PILLOW)	 $ 1,119.80 		1	88	40.38	Chantelle
2022	773	53545	SOFA	 $ 3,119.60 		1	229	82.91	Brancaster
2022	773	53546	LOVESEAT	 $ 1,377.20 		1	119	42.94	Brancaster
2022	1323	53547	CHAIR	 $ 944.90 		1	75	26.74	Brancaster
2022	759	53560	SOFA (W/2 PILLOWS)	 $ 448.80 		1	130	24.74	Cleavon Ii
2022	759	53561	LOVESEAT (W/2 PILLOWS)	 $ 347.60 		1	98	18.59	Cleavon Ii
2022	759	53562	CHAIR	 $ 220.00 		1	63	11.74	Cleavon Ii
2022	724	53580	SOFA (W/4 PILLOWS)	 $ 832.70 		1	130	43.04	Sidonia
2022	724	53581	LOVESEAT (W/2 PILLOWS)	 $ 636.90 		1	100	32.41	Sidonia
2022	724	53582	CHAIR (W/1 PILLOW)	 $ 427.90 		1	74	20.76	Sidonia
2022	1322	53627	ACCENT CHAIR	 $ 1,082.40 		1	71	28.19	Aberdeen
2022	834	53667	GLIDER RECLINER	 $ 355.30 		1	84	17.44	Fiacre
2022	716	53690	SOFA (W/2 PILLOWS)	 $ 940.50 		1	132	67.29	Alianza
2022	716	53691	LOVESEAT (W/2 PILLOWS)	 $ 721.60 		1	95	49.08	Alianza
2022	716	53692	CHAIR	 $ 454.30 		1	66	28.5	Alianza
2020		53711	LINEN LOVESEAT	 $ 480.70 		1	95	40.33	Watonga
2022	859	53720	MODULAR LF SOFA	 $ 701.80 		1	143	39.84	Alwin
2022	859	53721	MODULAR WEDGE	 $ 535.70 		1	99	38.35	Alwin
2022	859	53722	MODULAR ARMLESS CHAIR	 $ 337.70 		1	66	18.55	Alwin
2022	859	53723	MODULAR RF CHAISE	 $ 678.70 		1	121	39.13	Alwin
2022	910	53740	REVERSIBLE SECTIONAL SOFA & OTTOMAN W/2 PILLOWS	 $ 561.00 		1	137	34.31	Cleavon Ii
2022	839	53745	GRAY POWER SECTIONAL SOFA	 $ 2,250.60 	6		465	123.86	Saul
2022	839	53745B	GRAY POWER SECTIONAL SOFA	 $ 2,250.60 	6		465	123.86	Saul
2022	761	53755	SOFA	 $ 397.10 		1	98	20.02	Zapata (Jr)
2022	761	53756	LOVESEAT	 $ 301.40 		1	78	14.95	Zapata (Jr)
2022	761	53757	CHAIR	 $ 196.90 		1	54	9.93	Zapata (Jr)
2022	761	53765	SOFA	 $ 397.10 		1	98	20.02	Zapata (Jr)
2022	761	53766	LOVESEAT	 $ 301.40 		1	78	14.95	Zapata (Jr)
2022	761	53767	BROWN FABRIC CHAIR	 $ 196.90 		1	54	9.93	Zapata (Jr)
2022	825	53775	HOME THEATER W/CUP HOLDER	 $ 894.30 	5		192	45.2	Britten
2022	857	53780	MODULAR - ARMLESS CHAIR	 $ 315.70 		1	49	18.91	Bois
2022	857	53781	MODULAR - WEDGE & 1 PILLOW	 $ 386.10 		1	60	20.74	Bois
2022	857	53782	OTTOMAN W/STORAGE	 $ 223.30 		1	56	10.41	Bois
2022	759	53790	SOFA (W/2 PILLOWS)	 $ 401.50 		1	108	21.89	Cleavon Ii -
2022	759	53791	LOVESEAT (W/2 PILLOWS)	 $ 319.00 		1	83	16.18	Cleavon Ii -
2022	759	53792	CHAIR	 $ 207.90 		1	61	10.17	Cleavon Ii -
2022	697	53945	SOFA (W/7 PILLOWS)	 $ 1,778.70 		1	150	109.29	Sheridan
2022	697	53946	LOVESEAT (W/5 PILLOWS)	 $ 1,435.50 		1	122	86.41	Sheridan
2022	697	53947	CHAIR (W/2 PILLOWS)	 $ 1,004.30 		1	95	56.44	Sheridan
2022	715	54010	SOFA	 $ 889.90 		1	143	55.3	Suzanne
2022	715	54011	LOVESEAT	 $ 684.20 		1	107	40.1	Suzanne
2022	715	54012	CHAIR	 $ 446.60 		1	78	25.52	Suzanne
2022	849	54135	SECTIONAL SOFA	 $ 1,301.30 	5		280	72.35	Kalen
2022	839	54150	BLACK POWER SECTIONAL SOFA	 $ 2,250.60 	6		465	124.51	Saul
2022	839	54155	ESPRESSO POWER SECTIONAL SOFA	 $ 2,250.60 	6		465	124.51	Saul
2022	839	54155B	ESPRESSO POWER SECTIONAL SOFA	 $ 2,250.60 	6		465	124.51	Saul
2022	701	54235	SOFA W/3 PILLOWS	 $ 2,021.80 		1	168	74.42	Zemocryss
2022	701	54236	LOVESEAT W/2 PILLOWS	 $ 1,620.30 		1	132	56.21	Zemocryss
2022	701	54237	CHAIR W/PILLOW	 $ 1,067.00 		1	104	35.63	Zemocryss
2020		54242	BLACK CONSOLE W&USB	 $ 101.20 		1	29	4.35	Kelliava
2022	678	54310	SOFA W/5 PILLOWS	 $ 1,624.70 		1	192	52.81	Ciddrenar
2022	678	54311	LOVESEAT W/3 PILLOWS	 $ 1,266.10 		1	143	38.73	Ciddrenar
2022	678	54312	CHAIR W/PILLOW	 $ 788.70 		1	79	26.62	Ciddrenar
2022	899	54365	BLUE LF SECTIONAL SOFA & OTTOMAN W/2 PILLOWS	 $ 952.60 	2		243	49.58	Laurissa
2022	899	54375	LIGHT CHARCOAL LF SECTIONAL SOFA & OTTOMAN W/2 PILLOWS	 $ 952.60 	2		243	49.58	Laurissa
2022	899	54385	CHARCOAL LF SECTIONAL SOFA & OTTOMAN W/2 PILLOWS	 $ 952.60 	2		243	49.58	Laurissa
2022	897	54390	TEAL RF SECTIONAL SOFA	 $ 952.60 	2		243	49.58	Laurissa
2022	899	54405	LAURISSA EBONY PU RF SEC.SOF	 $ 920.70 	2		258	50.84	LAURISSA
2022	803	54570	SOFA	 $ 1,336.50 		1	138	63.55	Helena
2022	803	54571	LOVESEAT	 $ 1,159.40 		1	120	44.86	Helena
2022	803	54572	CHAIR	 $ 858.00 		1	96	26.92	Helena
2022	803	54575	SOFA	 $ 1,336.50 		1	138	63.55	Helena
2022	803	54576	LOVESEAT	 $ 1,159.40 		1	120	44.86	Helena
2022	803	54577	CHAIR	 $ 858.00 		1	96	26.92	Helena
2022	841	54590	SECTIONAL SOFA	 $ 2,074.60 	6		365	93.37	Olwen
2022	811	54610	POWER MOTION SOFA W/USB PORT	 $ 887.70 		1	187	34.53	Zuriel
2022	811	54611	POWER MOTION LOVESEAT  W/USB PORT	 $ 717.20 		1	148	24.67	Zuriel
2022	811	54612	POWER RECLINER  W/USB PORT	 $ 400.40 		1	97	14.8	Zuriel
2022	810	54615	POWER MOTION SOFA W/USB PORT	 $ 887.70 		1	187	34.53	Zuriel
2022	810	54616	POWER MOTION LOVESEAT  W/USB PORT	 $ 717.20 		1	148	24.67	Zuriel
2022	810	54617	POWER RECLINER  W/USB PORT	 $ 400.40 		1	97	14.8	Zuriel
2022	924	54650	SECTIONAL SOFA	 $ 1,006.50 	3		238	48.38	Strophios
2022	812	54805	SOFA W/USB PORT (POWER MOTION)	 $ 1,090.10 		1	215	41.89	Imogen
2022	812	54806	LOVESEAT W/USB PORT (POWER MOTION)	 $ 841.50 		1	169	30.81	Imogen
2022	812	54807	RECLINER W/USB PORT (POWER MOTION)	 $ 521.40 		1	101	20.22	Imogen
2022	836	54810	SECTIONAL SOFA	 $ 2,590.50 	6		453	119.22	Imogen
2022	769	54850	SOFA (W/4 PILLOWS)	 $ 1,801.80 		1	203	71.35	Niamey
2022	769	54851	LOVESEAT (W/2 PILLOWS)	 $ 1,453.10 		1	159	54.06	Niamey
2022	769	54852	CHAIR (W/1 PILLOW)	 $ 1,002.10 		1	128	32.36	Niamey
2022	674	54865	SOFA W/5 PILLOWS	 $ 2,202.20 		1	187	98.5	Jayceon
2022	674	54866	LOVESEAT W/2 PILLOWS	 $ 1,697.30 		1	154	72.89	Jayceon
2022	674	54867	CHAIR W/1 PILLOW	 $ 1,125.30 		1	108	44.19	Jayceon
2022	653	54875	SOFA (W/7 PILLOWS)	 $ 3,010.70 		1	220	149.29	Dresden Ii
2022	653	54877	CHAIR W/1 PILLOW	 $ 861.30 		1	97	38.22	Dresden Ii
2022	768	54890	SOFA W/2 PILLOWS	 $ 2,106.50 		1	238	54.17	Pelton
2022	768	54891	LOVESEAT W/2 PILLOWS	 $ 1,536.70 		1	194	42.13	Pelton
2022	768	54892	CHAIR W/1 PILLOW	 $ 1,020.80 		1	139	26.48	Pelton
2022	813	54895	SOFA W/USB PORT (POWER MOTION)	 $ 1,018.60 		1	207	38.37	Harumi
2022	813	54896	LOVESEAT W/USB PORT (POWER MOTION)	 $ 790.90 		1	165	27.99	Harumi
2022	813	54897	RECLINER W/USB PORT (POWER MOTION)	 $ 541.20 		1	99	22.46	Harumi
2022	739	54900	SOFA	 $ 1,151.70 		1	135	59.72	Atronia
2022	739	54901	LOVESEAT	 $ 946.00 		1	115	47.91	Atronia
2022	739	54902	CHAIR	 $ 671.00 		1	88	28.22	Atronia
2022	739	54905	SOFA	 $ 1,151.70 		1	135	59.72	Atronia
2022	739	54906	LOVESEAT	 $ 946.00 		1	115	47.91	Atronia
2022	739	54907	CHAIR	 $ 671.00 		1	88	28.22	Atronia
2022	797	54945	SOFA	 $ 1,450.90 		1	134	58.78	Valeria
2022	797	54946	LOVESEAT	 $ 1,266.10 		1	116	42.82	Valeria
2022	797	54947	CHAIR	 $ 895.40 		1	92	25.4	Valeria
2022	797	54950	SOFA	 $ 1,450.90 		1	134	58.78	Valeria
2022	797	54951	LOVESEAT	 $ 1,266.10 		1	116	42.82	Valeria
2022	797	54952	CHAIR	 $ 895.40 		1	92	25.4	Valeria
2022	804	54955	SOFA	 $ 1,456.40 		1	129	72.9	Radwan
2022	804	54956	LOVESEAT	 $ 1,279.30 		1	116	52.32	Radwan
2022	804	54957	CHAIR	 $ 981.20 		1	92	31.73	Radwan
2022	804	54960	SOFA	 $ 1,456.40 		1	129	72.9	Radwan
2022	804	54961	LOVESEAT	 $ 1,279.30 		1	116	52.32	Radwan
2022	804	54962	CHAIR	 $ 981.20 		1	92	31.73	Radwan
2022	847	54965	SECTIONAL SOFA	 $ 1,413.50 	3		316	81.66	Rylan
2022	809	54975	AIRY GREEN SECTIONAL SOFA	 $ 3,056.90 	2		251	124.77	Tampa
2022	809	54990	PEARL GRAY SECTIONAL SOFA	 $ 3,056.90 	2		251	124.77	Tampa
2022	809	54995	AIRY GREEN SECTIONAL SOFA	 $ 3,056.90 	2		251	124.77	Tampa
2022	800	55000	SOFA	 $ 1,514.70 		1	114	58.44	Malaga
2022	800	55001	LOVESEAT	 $ 1,334.30 		1	103	41.94	Malaga
2022	800	55002	CHAIR	 $ 1,001.00 		1	88	25.44	Malaga
2022	800	55005	SOFA	 $ 1,514.70 		1	114	58.44	Malaga
2022	800	55006	LOVESEAT	 $ 1,334.30 		1	103	41.94	Malaga
2022	800	55007	CHAIR	 $ 1,001.00 		1	88	25.44	Malaga
2022	798	55010	SOFA	 $ 1,404.70 		1	125	57.06	Matias
2022	798	55011	LOVESEAT	 $ 1,244.10 		1	105	41.94	Matias
2022	798	55012	CHAIR	 $ 942.70 		1	92	26.13	Matias
2022	798	55015	SOFA	 $ 1,404.70 		1	125	57.06	Matias
2022	798	55016	LOVESEAT	 $ 1,244.10 		1	105	41.94	Matias
2022	798	55017	CHAIR	 $ 942.70 		1	92	26.13	Matias
2022	831	55020	SOFA W/USB PORT & CONSOLE(MOTION)	 $ 840.40 		1	207	40.11	Zubaida
2022	831	55021	LOVESEAT W/USB PORT & CONSOLE (GLIDER & MOTION)	 $ 777.70 		1	193	35.92	Zubaida
2022	831	55022	GLIDER RECLINER	 $ 385.00 		1	94	19.4	Zubaida
2022	831	55025	SOFA W/USB PORT & CONSOLE(MOTION)	 $ 840.40 		1	207	40.11	Zubaida
