"ID","Handle","Command","Title","Vendor","Type","Tags","Tags Command","Variant Price","Variant Compare At Price","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value"
"1903014051930","bend-ivory-transitional-rug","UPDATE","Bend Ivory Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040180080730","17587663896666","MERGE","Size","8' x 10'","","","",""
"1903000027226","bend-vintage-transitional-rug","UPDATE","Bend Vintage Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-beige, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18040048877658","17587545243738","MERGE","Size","5' x 7'","","","",""
"1903000027226","bend-vintage-transitional-rug","UPDATE","Bend Vintage Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-beige, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18040070733914","17587564839002","MERGE","Size","8' x 10'","","","",""
"1903021293658","jadon-rug","UPDATE","Jadon Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040240210010","17587720224858","MERGE","Size","5' x 7'","","","",""
"1903021293658","jadon-rug","UPDATE","Jadon Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040240242778","17587720257626","MERGE","Size","8' x 10'","","","",""
"1903019163738","bend-transitional-rust-beige-rug","UPDATE","Bend Transitional Rust & Beige Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, color-rustic, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040221565018","17587702857818","MERGE","Size","5' x 7'","","","",""
"1903019163738","bend-transitional-rust-beige-rug","UPDATE","Bend Transitional Rust & Beige Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, color-rustic, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18040221597786","17587702890586","MERGE","Size","8' x 10'","","","",""
"1903025487962","uli-rug","UPDATE","Uli Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040267243610","17587743817818","MERGE","Size","5' x 7'","","","",""
"1903025487962","uli-rug","UPDATE","Uli Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040267341914","17587743850586","MERGE","Size","8' x 10'","","","",""
"1903023751258","jairo-rug","UPDATE","Jairo Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040257249370","17587735560282","MERGE","Size","5' x 7'","","","",""
"1903023751258","jairo-rug","UPDATE","Jairo Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040257347674","17587735593050","MERGE","Size","8' x 10'","","","",""
"1903026634842","xenia-rug","UPDATE","Xenia Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040274813018","17587751616602","MERGE","Size","5' x 7'","","","",""
"1903026634842","xenia-rug","UPDATE","Xenia Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040274845786","17587751649370","MERGE","Size","8' x 10'","","","",""
"1903029715034","wande-rug","UPDATE","Wande Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040302010458","17587775340634","MERGE","Size","5' x 7'","","","",""
"1903029715034","wande-rug","UPDATE","Wande Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040302043226","17587775406170","MERGE","Size","8' x 10'","","","",""
"1903032434778","nalani-rug","UPDATE","Nalani Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040321507418","17587792674906","MERGE","Size","5' x 7'","","","",""
"1903032434778","nalani-rug","UPDATE","Nalani Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040321540186","17587792773210","MERGE","Size","8' x 10'","","","",""
"1903036268634","gared-rug","UPDATE","Gared Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-iv, color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040341659738","17587810173018","MERGE","Size","5' x 7'","","","",""
"1903036268634","gared-rug","UPDATE","Gared Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-iv, color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040341692506","17587810205786","MERGE","Size","8' x 10'","","","",""
"1903033614426","basia-rug","UPDATE","Basia Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-iv, color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040329076826","17587799392346","MERGE","Size","5' x 7'","","","",""
"1903033614426","basia-rug","UPDATE","Basia Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-iv, color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040329109594","17587799425114","MERGE","Size","8' x 10'","","","",""
"1903034925146","caca-rug","UPDATE","Caca Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-iv, color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040335204442","17587804635226","MERGE","Size","5' x 7'","","","",""
"1903034925146","caca-rug","UPDATE","Caca Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-iv, color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040335237210","17587804667994","MERGE","Size","8' x 10'","","","",""
"1903036989530","cali-rug","UPDATE","Cali Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040344182874","17587812237402","MERGE","Size","5' x 7'","","","",""
"1903036989530","cali-rug","UPDATE","Cali Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-red, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040344215642","17587812270170","MERGE","Size","8' x 10'","","","",""
"1903038300250","eban-rug","UPDATE","Eban Rug","American Rugs-Dropped","DISCONTINUED","color-beige, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040349720666","17587816464474","MERGE","Size","5' x 7'","","","",""
"1903038300250","eban-rug","UPDATE","Eban Rug","American Rugs-Dropped","DISCONTINUED","color-beige, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040349753434","17587816497242","MERGE","Size","8' x 10'","","","",""
"1903041249370","abisha-rug","UPDATE","Abisha Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040362893402","17587827802202","MERGE","Size","5' x 7'","","","",""
"1903041249370","abisha-rug","UPDATE","Abisha Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040362926170","17587827834970","MERGE","Size","8' x 10'","","","",""
"1904124362842","griffon-rug","UPDATE","Griffon Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18047852576858","17594326319194","MERGE","Size","5' x 8'","","","",""
"1904124362842","griffon-rug","UPDATE","Griffon Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18047852609626","17594326351962","MERGE","Size","8' x 10'","","","",""
"1903039807578","nanon-rug","UPDATE","Nanon Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","299.99","","shopify","0","18040356896858","17587822657626","MERGE","Size","5' x 7'","","","",""
"1903039807578","nanon-rug","UPDATE","Nanon Rug","American Rugs-Dropped","DISCONTINUED","color-beige, color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18040356929626","17587822690394","MERGE","Size","8' x 10'","","","",""
"1904132096090","horsham-rug","UPDATE","Horsham Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048009207898","17594478428250","MERGE","Size","5' x 8'","","","",""
"1904132096090","horsham-rug","UPDATE","Horsham Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18048009240666","17594478461018","MERGE","Size","8' x 10'","","","",""
"1904129769562","haywards-rug","UPDATE","Haywards Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18047985778778","17594457456730","MERGE","Size","5' x 8'","","","",""
"1904129769562","haywards-rug","UPDATE","Haywards Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18047985811546","17594457489498","MERGE","Size","8' x 10'","","","",""
"1904133603418","arvada-pebble-gray-rug","UPDATE","Arvada Pebble-Gray Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048027066458","17594494484570","MERGE","Size","5' x 8'","","","",""
"1904133603418","arvada-pebble-gray-rug","UPDATE","Arvada Pebble-Gray Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18048027099226","17594494550106","MERGE","Size","8' x 10'","","","",""
"1904132784218","commerce-rug","UPDATE","Commerce Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048016384090","17594485342298","MERGE","Size","5' x 8'","","","",""
"1904132784218","commerce-rug","UPDATE","Commerce Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18048016416858","17594485375066","MERGE","Size","8' x 10'","","","",""
"1904135077978","shoreham-cerulean-rug","UPDATE","Shoreham Cerulean Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048041812058","17594508247130","MERGE","Size","5' x 8'","","","",""
"1904135077978","shoreham-cerulean-rug","UPDATE","Shoreham Cerulean Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18048041844826","17594508279898","MERGE","Size","8' x 10'","","","",""
"1904134193242","tenison-fleur-rug","UPDATE","Tenison Fleur Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048034111578","17594500579418","MERGE","Size","5' x 8'","","","",""
"1904134193242","tenison-fleur-rug","UPDATE","Tenison Fleur Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18048034144346","17594500612186","MERGE","Size","8' x 10'","","","",""
"1904136847450","commons-sky-rug","UPDATE","Commons Sky Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048062292058","17594527481946","MERGE","Size","5' x 8'","","","",""
"1904136847450","commons-sky-rug","UPDATE","Commons Sky Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18048062324826","17594527514714","MERGE","Size","8' x 10'","","","",""
"1904136323162","kingston-rug","UPDATE","Kingston Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048057770074","17594523222106","MERGE","Size","5' x 8'","","","",""
"1904136323162","kingston-rug","UPDATE","Kingston Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-light-blue, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18048057802842","17594523254874","MERGE","Size","8' x 10'","","","",""
"1904138747994","castle-rug","UPDATE","Castle Rug","American Rugs-Dropped","DISCONTINUED","color-red, color-white, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048081756250","17594543439962","MERGE","Size","5' x 8'","","","",""
"1904138747994","castle-rug","UPDATE","Castle Rug","American Rugs-Dropped","DISCONTINUED","color-red, color-white, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18048081789018","17594543472730","MERGE","Size","8' x 10'","","","",""
"1904137797722","cobble-hill-rug","UPDATE","Cobble Hill Rug","American Rugs-Dropped","DISCONTINUED","color-red, color-white, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048070484058","17594534494298","MERGE","Size","5' x 8'","","","",""
"1904137797722","cobble-hill-rug","UPDATE","Cobble Hill Rug","American Rugs-Dropped","DISCONTINUED","color-red, color-white, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1399.99","","shopify","0","18048070549594","17594534527066","MERGE","Size","8' x 10'","","","",""
"1904139829338","pressman-rug","UPDATE","Pressman Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18048093487194","17594553040986","MERGE","Size","5' x 7'","","","",""
"1904139829338","pressman-rug","UPDATE","Pressman Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1099.99","","shopify","0","18048093519962","17594553073754","MERGE","Size","8' x 10'","","","",""
"1904140910682","astounded-rug","UPDATE","Astounded Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18048107675738","17594567655514","MERGE","Size","5' x 7'","","","",""
"1904140910682","astounded-rug","UPDATE","Astounded Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1099.99","","shopify","0","18048107741274","17594567688282","MERGE","Size","8' x 10'","","","",""
"1904145268826","bev-rug","UPDATE","Bev Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18048168656986","17594624999514","MERGE","Size","5' x 7'","","","",""
"1904145268826","bev-rug","UPDATE","Bev Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1099.99","","shopify","0","18048168689754","17594625032282","MERGE","Size","8' x 10'","","","",""
"1904143990874","essante-rug","UPDATE","Essante Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18048154828890","17594611302490","MERGE","Size","5' x 7'","","","",""
