"ID","Handle","Command","Title","Vendor","Type","Tags","Tags Command","Variant Price","Variant Compare At Price","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value"
"1904143990874","essante-rug","UPDATE","Essante Rug","American Rugs-Dropped","DISCONTINUED","color-grey, color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1099.99","","shopify","0","18048154861658","17594611368026","MERGE","Size","8' x 10'","","","",""
"1904146219098","maxime-rug","UPDATE","Maxime Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18048181567578","17594636894298","MERGE","Size","5' x 7'","","","",""
"1904146219098","maxime-rug","UPDATE","Maxime Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1099.99","","shopify","0","18048181600346","17594636927066","MERGE","Size","8' x 10'","","","",""
"1904147267674","mingle-rug","UPDATE","Mingle Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18048188514394","17594642366554","MERGE","Size","5' x 7'","","","",""
"1904147267674","mingle-rug","UPDATE","Mingle Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1099.99","","shopify","0","18048188547162","17594642399322","MERGE","Size","8' x 10'","","","",""
"1904150020186","laurel-transitional-vintage-rug","UPDATE","Laurel Transitional Vintage Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048218202202","17594667597914","MERGE","Size","5' x 7'","","","",""
"1904150020186","laurel-transitional-vintage-rug","UPDATE","Laurel Transitional Vintage Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","1199.99","","shopify","0","18048218497114","17594667630682","MERGE","Size","8' x 10'","","","",""
"1904152313946","zyra-vintage-transitional-rug-pink","UPDATE","Zyra Vintage Transitional Rug Pink","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048234389594","17594683326554","MERGE","Size","5' x 7'","","","",""
"1904152313946","zyra-vintage-transitional-rug-pink","UPDATE","Zyra Vintage Transitional Rug Pink","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048234422362","17594683359322","MERGE","Size","8' x 10'","","","",""
"1904154673242","zyra-vintage-transitional-rug-ivory","UPDATE","Zyra Vintage Transitional Rug Ivory","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048260702298","17594707902554","MERGE","Size","5' x 7'","","","",""
"1904154673242","zyra-vintage-transitional-rug-ivory","UPDATE","Zyra Vintage Transitional Rug Ivory","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048260735066","17594707935322","MERGE","Size","8' x 10'","","","",""
"1904156639322","zyra-vintage-transitional-rug-blue","UPDATE","Zyra Vintage Transitional Rug Blue","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048278003802","17594723729498","MERGE","Size","5' x 7'","","","",""
"1904156639322","zyra-vintage-transitional-rug-blue","UPDATE","Zyra Vintage Transitional Rug Blue","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048278036570","17594723762266","MERGE","Size","8' x 10'","","","",""
"1904158376026","zyra-vintage-transitional-rug-white","UPDATE","Zyra Vintage Transitional Rug White","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048292421722","17594737000538","MERGE","Size","5' x 7'","","","",""
"1904158376026","zyra-vintage-transitional-rug-white","UPDATE","Zyra Vintage Transitional Rug White","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048292454490","17594737033306","MERGE","Size","8' x 10'","","","",""
"1904163258458","zyra-vintage-transitional-rug-blush","UPDATE","Zyra Vintage Transitional Rug Blush","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048355598426","17594797162586","MERGE","Size","5' x 7'","","","",""
"1904163258458","zyra-vintage-transitional-rug-blush","UPDATE","Zyra Vintage Transitional Rug Blush","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048355631194","17594797195354","MERGE","Size","8' x 10'","","","",""
"1904161194074","zyra-vintage-transitional-rug-sky","UPDATE","Zyra Vintage Transitional Rug Sky","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048317292634","17594760101978","MERGE","Size","5' x 7'","","","",""
"1904161194074","zyra-vintage-transitional-rug-sky","UPDATE","Zyra Vintage Transitional Rug Sky","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048317325402","17594760134746","MERGE","Size","8' x 10'","","","",""
"1904164667482","zyra-vintage-transitional-rug-cerulean","UPDATE","Zyra Vintage Transitional Rug Cerulean","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048367689818","17594808041562","MERGE","Size","5' x 7'","","","",""
"1904164667482","zyra-vintage-transitional-rug-cerulean","UPDATE","Zyra Vintage Transitional Rug Cerulean","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048367722586","17594808074330","MERGE","Size","8' x 10'","","","",""
"1904166174810","zyra-vintage-transitional-rug-rosee","UPDATE","Zyra Vintage Transitional Rug Rosee","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048373882970","17594813415514","MERGE","Size","5' x 7'","","","",""
"1904166174810","zyra-vintage-transitional-rug-rosee","UPDATE","Zyra Vintage Transitional Rug Rosee","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048373915738","17594813448282","MERGE","Size","8' x 10'","","","",""
"1904167977050","ivory-blue-floral-transitional-rug","UPDATE","Ivory Blue Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048379060314","17594817609818","MERGE","Size","5' x 7'","","","",""
"1904167977050","ivory-blue-floral-transitional-rug","UPDATE","Ivory Blue Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048379125850","17594817642586","MERGE","Size","8' x 10'","","","",""
"1904169615450","black-green-floral-contemporary-rug","UPDATE","Black Green Floral Contemporary Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048391282778","17594829406298","MERGE","Size","5' x 7'","","","",""
"1904169615450","black-green-floral-contemporary-rug","UPDATE","Black Green Floral Contemporary Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048391315546","17594829439066","MERGE","Size","8' x 10'","","","",""
"1904171253850","white-green-floral-contemporary-rug","UPDATE","White Green Floral Contemporary Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","599.99","","shopify","0","18048403898458","17594840514650","MERGE","Size","5' x 7'","","","",""
"1904171253850","white-green-floral-contemporary-rug","UPDATE","White Green Floral Contemporary Rug","American Rugs-Dropped","DISCONTINUED","color-blue, color-grey, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","799.99","","shopify","0","18048403931226","17594840547418","MERGE","Size","8' x 10'","","","",""
"1913071698010","grey-pink-bouquet-transitional-rug","UPDATE","Grey Pink Bouquet Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108457713754","17648270311514","MERGE","Size","5' x 7'","","","",""
"1913071698010","grey-pink-bouquet-transitional-rug","UPDATE","Grey Pink Bouquet Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108457746522","17648270344282","MERGE","Size","8' x 10'","","","",""
"1913073631322","ivory-rose-bouquet-transitional-rug","UPDATE","Ivory Rose Bouquet Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108482846810","17648297377882","MERGE","Size","5' x 7'","","","",""
"1913073631322","ivory-rose-bouquet-transitional-rug","UPDATE","Ivory Rose Bouquet Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108482879578","17648297410650","MERGE","Size","8' x 10'","","","",""
"1913070714970","rose-multi-bouquet-transitional-rug","UPDATE","Rose Multi Bouquet Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108446507098","17648260284506","MERGE","Size","5' x 7'","","","",""
"1913070714970","rose-multi-bouquet-transitional-rug","UPDATE","Rose Multi Bouquet Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108446539866","17648260317274","MERGE","Size","8' x 10'","","","",""
"1913072353370","ivory-blue-bouquet-transitional-rug","UPDATE","Ivory Blue Bouquet Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108472983642","17648285089882","MERGE","Size","5' x 7'","","","",""
"1913072353370","ivory-blue-bouquet-transitional-rug","UPDATE","Ivory Blue Bouquet Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108473016410","17648285122650","MERGE","Size","8' x 10'","","","",""
"1913074614362","ivory-multi-blooms-transitional-rug","UPDATE","Ivory & Multi Blooms Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108491038810","17648304455770","MERGE","Size","5' x 7'","","","",""
"1913074614362","ivory-multi-blooms-transitional-rug","UPDATE","Ivory & Multi Blooms Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108491071578","17648304488538","MERGE","Size","8' x 10'","","","",""
"1913075531866","onyx-pink-blooms-transitional-rug","UPDATE","Onyx & Pink Blooms Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108496085082","17648308846682","MERGE","Size","5' x 7'","","","",""
"1913075531866","onyx-pink-blooms-transitional-rug","UPDATE","Onyx & Pink Blooms Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108496117850","17648308879450","MERGE","Size","8' x 10'","","","",""
"1913076416602","ivory-pink-blooms-transitional-rug","UPDATE","Ivory & Pink Blooms Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108502081626","17648314253402","MERGE","Size","5' x 7'","","","",""
"1913076416602","ivory-pink-blooms-transitional-rug","UPDATE","Ivory & Pink Blooms Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108502114394","17648314286170","MERGE","Size","8' x 10'","","","",""
"1913077596250","black-multi-blooms-transitional-rug","UPDATE","Black & Multi Blooms Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-black, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108509126746","17648320086106","MERGE","Size","5' x 7'","","","",""
"1913077596250","black-multi-blooms-transitional-rug","UPDATE","Black & Multi Blooms Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-black, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108509159514","17648320118874","MERGE","Size","8' x 10'","","","",""
"1913083265114","onyx-pink-gardenias-transitional-rug","UPDATE","Onyx & Pink Gardenias Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108553265242","17648364683354","MERGE","Size","5' x 7'","","","",""
"1913083265114","onyx-pink-gardenias-transitional-rug","UPDATE","Onyx & Pink Gardenias Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108553298010","17648364716122","MERGE","Size","8' x 10'","","","",""
"1913081036890","ivory-pink-gardenias-transitional-rug","UPDATE","Onyx & Blue Gardenias Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108536029274","17648345481306","MERGE","Size","5' x 7'","","","",""
"1913081036890","ivory-pink-gardenias-transitional-rug","UPDATE","Onyx & Blue Gardenias Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108536062042","17648345546842","MERGE","Size","8' x 10'","","","",""
"1913078349914","ivory-blue-gardenias-transitional-rug","UPDATE","Ivory & Blue Gardenias Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-black, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108517417050","17648327917658","MERGE","Size","5' x 7'","","","",""
"1913078349914","ivory-blue-gardenias-transitional-rug","UPDATE","Ivory & Blue Gardenias Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-black, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108517449818","17648327950426","MERGE","Size","8' x 10'","","","",""
"1913085132890","cream-blue-floral-transitional-rug","UPDATE","Cream Blue Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108567027802","17648377135194","MERGE","Size","5' x 7'","","","",""
"1913085132890","cream-blue-floral-transitional-rug","UPDATE","Cream Blue Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108567060570","17648377167962","MERGE","Size","8' x 10'","","","",""
"1913089065050","rose-ivory-floral-transitional-rug","UPDATE","Rose Ivory Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108599238746","17648407216218","MERGE","Size","5' x 7'","","","",""
"1913089065050","rose-ivory-floral-transitional-rug","UPDATE","Rose Ivory Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-pink, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108599369818","17648407248986","MERGE","Size","8' x 10'","","","",""
"1913087885402","ivory-blue-floral-transitional-rug-1","UPDATE","Ivory Blue Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108587376730","17648395780186","MERGE","Size","5' x 7'","","","",""
"1913087885402","ivory-blue-floral-transitional-rug-1","UPDATE","Ivory Blue Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108587409498","17648395812954","MERGE","Size","8' x 10'","","","",""
"1913086672986","cream-pink-floral-transitional-rug","UPDATE","Cream Pink Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108579381338","17648388997210","MERGE","Size","5' x 7'","","","",""
"1913086672986","cream-pink-floral-transitional-rug","UPDATE","Cream Pink Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-ivory, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108579577946","17648389029978","MERGE","Size","8' x 10'","","","",""
"1913091653722","ivory-pink-floral-transitional-rug","UPDATE","Ivory Pink Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-cream, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108652781658","17648459382874","MERGE","Size","5' x 7'","","","",""
"1913091653722","ivory-pink-floral-transitional-rug","UPDATE","Ivory Pink Floral Transitional Rug","American Rugs-Dropped","DISCONTINUED","color-cream, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108652814426","17648459415642","MERGE","Size","8' x 10'","","","",""
"1913093488730","pearl-blue-floral-contemporary-rug","UPDATE","Williams Stonewash Rug","American Rugs-Dropped","DISCONTINUED","color-cream, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","399.99","","shopify","0","18108669067354","17648476586074","MERGE","Size","5' x 8'","","","",""
"1913093488730","pearl-blue-floral-contemporary-rug","UPDATE","Williams Stonewash Rug","American Rugs-Dropped","DISCONTINUED","color-cream, Exclusive_Neha_10, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","699.99","","shopify","0","18108669100122","17648476618842","MERGE","Size","8' x 10'","","","",""
"1796227367002","luxury-zero-gravity-massage-chair","UPDATE","Luxury Zero Gravity Massage Chair","FurnitureDirect-Dropped","DISCONTINUED","color-black, Exclusive_Neha_10, feature-adjustable, feature-adjustable headrests, feature-massager, feature-power, feature-reclining, july2019, No_Discount, power-recliner, power-recliners, recliner, under-2000, under-2500, under-3000, under-3500, under-4000, under-4500, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","2499.99","","shopify","0","17364947894362","17034937761882","MERGE","Title","Default Title","","","",""
"1796226089050","ultra-intelligent-design-zero-gravity-massage-chair","UPDATE","Ultra Intelligent Design Zero Gravity Massage Chair","FurnitureDirect-Dropped","DISCONTINUED","color-black, Exclusive_Neha_10, feature-adjustable, feature-adjustable headrests, feature-massager, feature-power, feature-reclining, feature-speaker, feature-speakers, power-recliner, power-recliners, recliner, under-3000, under-3500, under-4000, under-4500, discontinued-year-2020, discontinued-month-2, discontinued-day of month-14, discontinued-day of week-Friday","REPLACE","4999.99","","shopify","0","17364939800666","17034931503194","MERGE","Title","Default Title","","","",""
