SKU	Handle	Title	Intro	Colors	Material	Finish	W	D	H	Weight	Features	Base Price	Image Link	Barcode
AD-620 1014	andes-rug	Andes Rug	n/a	Canyon Turquoise	Cotton Chenille	Lori-Loom Weave	114	156	0.25	40	Double-Sided, Soft Cotton Chenile Yarn	340	http://kalaty.com/productimages/large/AD-620-rectangle.jpg	n/a
