KRC SKU	Handle	Title	Intro	COLOR CODE	Pile Material	WEAVE	W	D	Pile Height	PKG Lbs	Special Feature	P Price	Image Link	Barcode
CP-811 69	caspian-rug	Rug	n/a	Multi	Wool	Soumak	6'	9'	0.5	38	Double-Sided	680	http://kalaty.com/productimages/large/CP-811.jpg	n/a
CP-811 R8	caspian-rug	Rug	n/a	Multi	Wool	Soumak	8' Round	n/a	0.5	45	Double-Sided	800	http://kalaty.com/productimages/large/CP-811.jpg	n/a
