KRC SKU	Handle	Title	Intro	COLOR CODE	Pile Material	WEAVE	W	D	Pile Height	PKG Lbs	Special Feature	P Price	Image Link	Barcode
SU-141 35	soumak-rug	Rug	n/a	Ivyblk	Wool	Soumak	3'	5'	0.5	11	Double-Sided	170	http://kalaty.com/productimages/large/SU-141.jpg	n/a
SU-141 69	soumak-rug	Rug	n/a	Ivyblk	Wool	Soumak	6'	9'	0.5	38	Double-Sided	590	http://kalaty.com/productimages/large/SU-141.jpg	n/a
SU-143 R10	soumak-rug	Rug	n/a	Whtred	Wool	Soumak	10' Round	n/a	0.5	68	Double-Sided	1100	http://kalaty.com/productimages/large/SU-143.jpg	n/a
SU-144 R10	soumak-rug	Rug	n/a	Plmivy	Wool	Soumak	10' Round	n/a	0.5	68	Double-Sided	1100	http://kalaty.com/productimages/large/SU-144 NP.jpg	n/a
SU-144 R8	soumak-rug	Rug	n/a	Plmivy	Wool	Soumak	8' Round	n/a	0.5	45	Double-Sided	700	http://kalaty.com/productimages/large/SU-144 NP.jpg	n/a
SU-144 S6	soumak-rug	Rug	n/a	Plmivy	Wool	Soumak	6' Square	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-144 NP.jpg	n/a
SU-146 1218	soumak-rug	Rug	n/a	Ivyivy	Wool	Soumak	12'	18'	0.5	149	Double-Sided	2920	http://kalaty.com/productimages/large/SU-146 NP.jpg	n/a
SU-146 2610	soumak-rug	Rug	n/a	Ivyivy	Wool	Soumak	2'6"	10'	0.5	18	Double-Sided	280	http://kalaty.com/productimages/large/SU-146 NP.jpg	n/a
SU-146 2612	soumak-rug	Rug	n/a	Ivyivy	Wool	Soumak	2'6"	12'	0.5	21	Double-Sided	330	http://kalaty.com/productimages/large/SU-146 NP.jpg	n/a
SU-146 R6	soumak-rug	Rug	n/a	Ivyivy	Wool	Soumak	6' Round	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-146 NP.jpg	n/a
SU-147 1014	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	10'	14'	0.5	98	Double-Sided	1540	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 1215	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	12'	15'	0.5	126	Double-Sided	2430	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 1218	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	12'	18'	0.5	149	Double-Sided	2920	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 23	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	2'	3'	0.5	5	Double-Sided	70	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 2610	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	2'6"	10'	0.5	18	Double-Sided	280	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 2612	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	2'6"	12'	0.5	21	Double-Sided	330	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 46	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	4'	6'	0.5	17	Double-Sided	260	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 69	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	6'	9'	0.5	38	Double-Sided	590	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 810	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	8'	10'	0.5	56	Double-Sided	880	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 912	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	9'	12'	0.5	76	Double-Sided	1190	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 R6	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	6' Round	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 R8	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	8' Round	n/a	0.5	45	Double-Sided	700	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-147 S6	soumak-rug	Rug	n/a	Blkivy	Wool	Soumak	6' Square	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-147.jpg	n/a
SU-148 1014	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	10'	14'	0.5	98	Double-Sided	1540	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 1218	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	12'	18'	0.5	149	Double-Sided	2920	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 23	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	2'	3'	0.5	5	Double-Sided	70	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 2610	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	2'6"	10'	0.5	18	Double-Sided	280	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 2612	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	2'6"	12'	0.5	21	Double-Sided	330	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 268	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	2'6"	8'	0.5	14	Double-Sided	220	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 35	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	3'	5'	0.5	11	Double-Sided	170	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 46	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	4'	6'	0.5	17	Double-Sided	260	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 48	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	4'	8'	0.5	22	Double-Sided	350	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 69	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	6'	9'	0.5	38	Double-Sided	590	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 R6	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	6' Round	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 R8	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	8' Round	n/a	0.5	45	Double-Sided	700	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 S10	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	10' Square	n/a	0.5	68	Double-Sided	1100	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-148 S6	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	6' Square	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-148.jpg	n/a
SU-149 1215	soumak-rug	Rug	n/a	Rtsblk	Wool	Soumak	12'	15'	0.5	126	Double-Sided	2430	http://kalaty.com/productimages/large/SU-149.jpg	n/a
SU-149 1218	soumak-rug	Rug	n/a	Rtsblk	Wool	Soumak	12'	18'	0.5	149	Double-Sided	2920	http://kalaty.com/productimages/large/SU-149.jpg	n/a
SU-149 23	soumak-rug	Rug	n/a	Rtsblk	Wool	Soumak	2'	3'	0.5	5	Double-Sided	70	http://kalaty.com/productimages/large/SU-149.jpg	n/a
SU-149 912	soumak-rug	Rug	n/a	Rtsblk	Wool	Soumak	9'	12'	0.5	76	Double-Sided	1190	http://kalaty.com/productimages/large/SU-149.jpg	n/a
SU-149 R10	soumak-rug	Rug	n/a	Rtsblk	Wool	Soumak	10' Round	n/a	0.5	68	Double-Sided	1100	http://kalaty.com/productimages/large/SU-149.jpg	n/a
SU-149 R6	soumak-rug	Rug	n/a	Rtsblk	Wool	Soumak	6' Round	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-149.jpg	n/a
SU-149 S6	soumak-rug	Rug	n/a	Rtsblk	Wool	Soumak	6' Square	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-149.jpg	n/a
SU-151 1014	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	10'	14'	0.5	98	Double-Sided	1540	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-151 1215	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	12'	15'	0.5	126	Double-Sided	2430	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-151 23	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	2'	3'	0.5	5	Double-Sided	70	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-151 2610	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	2'6"	10'	0.5	18	Double-Sided	280	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-151 2612	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	2'6"	12'	0.5	21	Double-Sided	330	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-151 268	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	2'6"	8'	0.5	14	Double-Sided	220	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-151 48	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	4'	8'	0.5	22	Double-Sided	350	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-151 69	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	6'	9'	0.5	38	Double-Sided	590	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-151 912	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	9'	12'	0.5	76	Double-Sided	1190	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-151 S10	soumak-rug	Rug	n/a	Rustsbr	Wool	Soumak	10' Square	n/a	0.5	68	Double-Sided	1100	http://kalaty.com/productimages/large/SU-151.jpg	n/a
SU-153 1218	soumak-rug	Rug	n/a	Blkblk	Wool	Soumak	12'	18'	0.5	149	Double-Sided	2920	http://kalaty.com/productimages/large/SU-153.jpg	n/a
SU-153 810	soumak-rug	Rug	n/a	Blkblk	Wool	Soumak	8'	10'	0.5	56	Double-Sided	880	http://kalaty.com/productimages/large/SU-153.jpg	n/a
SU-153 912	soumak-rug	Rug	n/a	Blkblk	Wool	Soumak	9'	12'	0.5	76	Double-Sided	1190	http://kalaty.com/productimages/large/SU-153.jpg	n/a
SU-153 R6	soumak-rug	Rug	n/a	Blkblk	Wool	Soumak	6' Round	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-153.jpg	n/a
SU-153 S6	soumak-rug	Rug	n/a	Blkblk	Wool	Soumak	6' Square	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-153.jpg	n/a
SU-154 1218	soumak-rug	Rug	n/a	Rustblk	Wool	Soumak	12'	18'	0.5	149	Double-Sided	2920	http://kalaty.com/productimages/large/SU-154.jpg	n/a
SU-154 69	soumak-rug	Rug	n/a	Rustblk	Wool	Soumak	6'	9'	0.5	38	Double-Sided	590	http://kalaty.com/productimages/large/SU-154.jpg	n/a
SU-181 23	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	2'	3'	0.5	5	Double-Sided	70	http://kalaty.com/productimages/large/SU-181.jpg	n/a
SU-181 2610	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	2'6"	10'	0.5	18	Double-Sided	280	http://kalaty.com/productimages/large/SU-181.jpg	n/a
SU-181 48	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	4'	8'	0.5	22	Double-Sided	350	http://kalaty.com/productimages/large/SU-181.jpg	n/a
SU-181 69	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	6'	9'	0.5	38	Double-Sided	590	http://kalaty.com/productimages/large/SU-181.jpg	n/a
SU-181 R10	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	10' Round	n/a	0.5	68	Double-Sided	1100	http://kalaty.com/productimages/large/SU-181.jpg	n/a
SU-181 R6	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	6' Round	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-181.jpg	n/a
SU-181 R8	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	8' Round	n/a	0.5	45	Double-Sided	700	http://kalaty.com/productimages/large/SU-181.jpg	n/a
SU-181 S6	soumak-rug	Rug	n/a	Brnivy	Wool	Soumak	6' Square	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-181.jpg	n/a
SU-189 1014	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	10'	14'	0.5	98	Double-Sided	1540	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 1215	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	12'	15'	0.5	126	Double-Sided	2430	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 1218	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	12'	18'	0.5	149	Double-Sided	2920	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 23	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	2'	3'	0.5	5	Double-Sided	70	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 2610	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	2'6"	10'	0.5	18	Double-Sided	280	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 2612	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	2'6"	12'	0.5	21	Double-Sided	330	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 268	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	2'6"	8'	0.5	14	Double-Sided	220	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 35	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	3'	5'	0.5	11	Double-Sided	170	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 410	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	4'	10'	0.5	28	Double-Sided	440	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 46	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	4'	6'	0.5	17	Double-Sided	260	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 48	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	4'	8'	0.5	22	Double-Sided	350	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 69	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	6'	9'	0.5	38	Double-Sided	590	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 810	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	8'	10'	0.5	56	Double-Sided	880	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 912	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	9'	12'	0.5	76	Double-Sided	1190	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 R10	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	10' Round	n/a	0.5	68	Double-Sided	1100	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 R6	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	6' Round	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 R8	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	8' Round	n/a	0.5	45	Double-Sided	700	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 S6	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	6' Square	n/a	0.5	25	Double-Sided	400	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-189 S8	soumak-rug	Rug	n/a	Ivyrs	Wool	Soumak	8' Square	n/a	0.5	45	Double-Sided	700	http://kalaty.com/productimages/large/SU-189.jpg	n/a
SU-192 23	soumak-rug	Rug	n/a	Gldbrn	Wool	Soumak	2'	3'	0.5	5	Double-Sided	70	http://kalaty.com/productimages/large/SU-192.jpg	n/a
SU-192 2610	soumak-rug	Rug	n/a	Gldbrn	Wool	Soumak	2'6"	10'	0.5	18	Double-Sided	280	http://kalaty.com/productimages/large/SU-192.jpg	n/a
SU-192 2612	soumak-rug	Rug	n/a	Gldbrn	Wool	Soumak	2'6"	12'	0.5	21	Double-Sided	330	http://kalaty.com/productimages/large/SU-192.jpg	n/a
