"ID","Handle","Command","Title","Body HTML","Vendor","Type","Tags","Tags Command","Created At","Updated At","Published","Published At","Published Scope","Template Suffix","URL","Row #","Top Row","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Position","Variant SKU","Variant Barcode","Variant Image","Variant Weight","Variant Weight Unit","Variant Price","Variant Compare At Price","Variant Cost","Variant Taxable","Variant Tax Code","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Requires Shipping","Variant Inventory Qty","Variant Inventory Adjust"
"1608003879002","julieta-dining-set","UPDATE","Julieta Dining Set","<p>Julieta Dining Set with 4 chairs .Enhance your dining room with the wonderful look of this <span>Julieta </span>Dining Room Collection.</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>Table : 39” W x 67” D x 30” H</span></p>
<p>Chair: 23” W x 17” D x 38” H</p>","Minhas","dining sets","clearance, color-brown, Jan_14_2019, Jan_14_2019_2, seating-four-seating, style-casual, under-1000, under-1500, under-2000","REPLACE","2018-12-17T21:41:20-05:00","2020-01-20T14:58:51-05:00","true","2020-01-19T01:00:14-05:00","web","","https://www.jenniferfurniture.com/products/julieta-dining-set","11","true","16015135015002","15870979506266","MERGE","Color","White","Configuration","Table + 4 Chairs","","","1","JULIETA-DB JULIETA-DT JULIETA-DC*4","","","4.0","g","799.99","1399.99","","true","","","deny","manual","true","",""
"1312333234290","benson-chair","UPDATE","Benson Chair","<p>"" Contemporary styled sofa made with ultra-comfy cushioning<br>The light grey poly-blend fabric upholstery is both soft and durable<br>The extra-thick CFS foam cushions are located along the seat and back, and inside the armrests<br>Internal plywood frame and exterior base, supported by steel legs finished in black""</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>39"" W x 34"" D x 30"" H</span></p>","Nuevo","Chairs","changeimage, color-light-grey, Exclusive_Neha_10, material-microfiber, special, style-contemporary, under-1500, width-35-45","REPLACE","2018-07-21T01:47:36-04:00","2020-02-13T22:11:28-05:00","true","2016-03-29T19:19:00-04:00","global","","https://www.jenniferfurniture.com/products/benson-chair","12","true","16722153963610","16461226967130","MERGE","Title","Default Title","","","","","1","benson-Chair","","","1.0","g","1099.99","1499.99","","true","","","deny","manual","true","",""
"1312332939378","cyrus-sofa","UPDATE","Cyrus Sofa","<p>""Contemporary large sofa finished in a stylish """"dusty"""" blue complexion<br>Polyester fabric upholstery which is ultra-soft and easy-to-maintain <br>Dense foam seat and back cushions, and removable side cushions<br>Brushed stainless steel base. Comfortably sits three people.""</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>81"" W x 37"" D x 33"" H</span></p>","Nuevo","Sofas","changeimage, color-blue, Exclusive_Neha_10, material-microfiber, special, style-contemporary, under-2000, width-35-45","REPLACE","2018-07-21T01:41:20-04:00","2020-02-13T22:11:28-05:00","true","2016-03-29T19:19:00-04:00","global","","https://www.jenniferfurniture.com/products/cyrus-sofa","13","true","16722153865306","16461226868826","MERGE","Title","Default Title","","","","","1","Cyrus-S","","","1.0","g","1599.99","1999.99","","true","","","deny","manual","true","",""
"1312333070450","benson-sofa","UPDATE","Benson Sofa","<p>"" Contemporary styled sofa made with ultra-comfy cushioning<br>The light grey poly-blend fabric upholstery is both soft and durable<br>The extra-thick CFS foam cushions are located along the seat and back, and inside the armrests<br>Internal plywood frame and exterior base, supported by steel legs finished in black""</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>34"" W x 90"" D x 30"" H</span></p>","Nuevo","Sofas","changeimage, color-light-grey, Exclusive_Neha_10, material-microfiber, special, style-contemporary, under-2000, width-35-45","REPLACE","2018-07-21T01:45:53-04:00","2020-02-13T22:11:28-05:00","true","2016-03-29T19:19:00-04:00","global","","https://www.jenniferfurniture.com/products/benson-sofa","14","true","16722153898074","16461226901594","MERGE","Title","Default Title","","","","","1","benson-S","","","1.0","g","1699.99","1999.99","","true","","","deny","manual","true","",""
"1312333365362","matthew-2-piece-sectional","UPDATE","Matthew 2 Piece Sectional","<p>""Contemporary sectional manufactured with wide and sturdy plywood frame <br> Grey polyester fabric covers the cushions, back, sides, and just about all areas<br> Button tufted detailing along the seat and chaise cushions. Dense CFS foam cushions.<br> Brushed stainless steel base under the sofa and chaise units; strong and balanced designed<br>""</p>
<p>Includes - LAF Loveseat and RAF Chaise.</p>
<p><strong>DIMENSIONS</strong></p>
<p><span>64"" W x 93"" D x 28"" H</span></p>
<strong>Configuration or Direction of a Sectional: </strong> ""Left Arm"" &amp; ""Right Arm"" Facing describes the position of the item when you face the furniture (not when you are sitting on it)","Nuevo","sectionals","color-grey, Exclusive_Neha_10, material-microfiber, sectionals, special, style-contemporary, under-2500, width-35-45","REPLACE","2018-07-21T01:49:58-04:00","2020-02-13T22:11:28-05:00","true","2016-03-29T19:19:00-04:00","global","","https://www.jenniferfurniture.com/products/matthew-2-piece-sectional","15","true","16722153996378","16461226999898","MERGE","Title","Default Title","","","","","1","MATTHEWL-L MATTHEWR-C","","","2.0","g","2499.99","2999.99","","true","","","deny","manual","true","",""
"1903015690330","bend-classic-transitional-rug","UPDATE","Bend Classic Transitional Rug","<p>This exquisite polypropylene rug will give your space a stylish point of view. It uses the timelessness of a classic motif, and mixes in a vintage vibe and powerhouse hues like fuchsia and blue. This power-loomed piece will work in traditional, modern, or eclectic settings. It’s constructed with a durable, soft-touch pile. Let this rug inspire you to be bold and create a home that is all you.</p>
<p>Dimension</p>
<p>5' x 7'</p>
<p>8' x 10'</p>","American Rugs","Rugs","color-blue, Exclusive_Neha_10","REPLACE","2019-07-22T01:38:53-04:00","2020-02-13T16:15:18-05:00","true","2019-07-22T01:38:53-04:00","global","","https://www.jenniferfurniture.com/products/bend-classic-transitional-rug","16","true","18040194498650","17587677790298","MERGE","Size","5' x 7'","","","","","1","27755","","","0.0","g","199.99","299.99","","false","","","deny","manual","true","",""
"1903015690330","bend-classic-transitional-rug","UPDATE","Bend Classic Transitional Rug","","American Rugs","Rugs","color-blue, Exclusive_Neha_10","REPLACE","2019-07-22T01:38:53-04:00","2020-02-13T16:15:18-05:00","true","2019-07-22T01:38:53-04:00","global","","https://www.jenniferfurniture.com/products/bend-classic-transitional-rug","17","","18040194531418","17587677823066","MERGE","Size","8' x 10'","","","","","2","27756","","","0.0","g","499.99","699.99","","false","","","deny","manual","true","",""
"1903009300570","bend-vintage-contemporary-rug","UPDATE","Bend Vintage Contemporary Rug","<p>This multi-use rug can create a graceful mood in your backyard or bring a touch of formality to a living room or den. It features a traditional motif in modern, yet neutral tones like rust and champagne, giving this accessory classic cred with a fresh feel. Crafted from polypropylene and power-loomed, this indoor/outdoor piece has a flat pile for less-fuss cleaning.</p>
<p>Dimension</p>
<p>5' x 7'</p>
<p>8' x 10'</p>","American Rugs","Rugs","color-cream, Exclusive_Neha_10","REPLACE","2019-07-22T01:31:48-04:00","2020-02-13T16:15:18-05:00","true","2019-07-22T01:31:47-04:00","global","","https://www.jenniferfurniture.com/products/bend-vintage-contemporary-rug","18","true","18040131059802","17587618414682","MERGE","Size","5' x 7'","","","","","1","27749","","","0.0","g","199.99","299.99","","false","","","deny","manual","true","",""
"1903009300570","bend-vintage-contemporary-rug","UPDATE","Bend Vintage Contemporary Rug","","American Rugs","Rugs","color-cream, Exclusive_Neha_10","REPLACE","2019-07-22T01:31:48-04:00","2020-02-13T16:15:18-05:00","true","2019-07-22T01:31:47-04:00","global","","https://www.jenniferfurniture.com/products/bend-vintage-contemporary-rug","19","","18040138793050","17587625885786","MERGE","Size","8' x 10'","","","","","2","27750","","","0.0","g","399.99","599.99","","false","","","deny","manual","true","",""
"1903014051930","bend-ivory-transitional-rug","UPDATE","Bend Ivory Transitional Rug","<p>This enchanting rug will bring a sense of romance to your space. Boasting a vintage vibe, this polypropylene piece can add charm to just about any style setting. It’s power-loomed and constructed with a short, durable, soft-touch pile. It also features a distressed quality, giving the motif more depth and story. Fall in love with your space again with the help of this wondrous home décor piece.</p>
<p>Dimension</p>
<p>5' x 7'</p>
<p>8' x 10'</p>","American Rugs","Rugs","color-blue, color-ivory, Exclusive_Neha_10","REPLACE","2019-07-22T01:36:54-04:00","2020-02-13T16:15:18-05:00","true","2019-07-22T01:36:54-04:00","global","","https://www.jenniferfurniture.com/products/bend-ivory-transitional-rug","20","true","18040180047962","17587663863898","MERGE","Size","5' x 7'","","","","","1","27752","","","0.0","g","199.99","299.99","","false","","","deny","manual","true","",""
"1903014051930","bend-ivory-transitional-rug","UPDATE","Bend Ivory Transitional Rug","","American Rugs","Rugs","color-blue, color-ivory, Exclusive_Neha_10","REPLACE","2019-07-22T01:36:54-04:00","2020-02-13T16:15:18-05:00","true","2019-07-22T01:36:54-04:00","global","","https://www.jenniferfurniture.com/products/bend-ivory-transitional-rug","21","","18040180080730","17587663896666","MERGE","Size","8' x 10'","","","","","2","27755","","","0.0","g","399.99","599.99","","false","","","deny","manual","true","",""
