M0051-S001;rosie-chair;1;;;==CONCATENATE("",CHAR(10),"Colors: ","blue",". ",CHAR(10),"",CHAR(10),"",CHAR(10),"Dimensions (in): ","40",CHAR(34)," W"," x ","36",CHAR(34)," D"," x ","38.5",CHAR(34)," H",". ",CHAR(10),"");Color;Blue;;;;;Mstar2020, color-blue;;accent chairs;Rosie Chair;FALSE;web;shopify;continue;lb;NEW;Mstar;;
MNY04150-L;murray-road-reclining-loveseat-with-cupholder-console;1;;;==CONCATENATE("",CHAR(10),"Colors: ","chocolate",". ",CHAR(10),"",CHAR(10),"",CHAR(10),"Dimensions (in): ","77",CHAR(34)," W"," x ","39",CHAR(34)," D"," x ","39",CHAR(34)," H",". ",CHAR(10),"");Color;Chocolate Brown;;;;;Mstar2020, color-chocolate;;loveseats;Murray Road Reclining Loveseat With Cupholder Console;FALSE;web;shopify;continue;lb;NEW;Mstar;;
MNY2091-82;fabian-wedge;1;;;==CONCATENATE("",CHAR(10),"Colors: ","gray",". ",CHAR(10),"",CHAR(10),"",CHAR(10),"Dimensions (in): ","48",CHAR(34)," W"," x ","48",CHAR(34)," D"," x ","41.75",CHAR(34)," H",". ",CHAR(10),"");Color;Gray;;;;;Mstar2020, color-gray;;sectional pieces;Fabian Wedge;FALSE;web;shopify;continue;lb;NEW;Mstar;;
MNY2091-85;fabian-raf-reclining-chaise;1;;;==CONCATENATE("",CHAR(10),"Colors: ","gray",". ",CHAR(10),"",CHAR(10),"",CHAR(10),"Dimensions (in): ","40.25",CHAR(34)," W"," x ","62.25",CHAR(34)," D"," x ","41.75",CHAR(34)," H",". ",CHAR(10),"");Color;Gray;;;;;Mstar2020, color-gray;;chaises;Fabian Raf Reclining Chaise;FALSE;web;shopify;continue;lb;NEW;Mstar;;
MNY2091-86;fabian-laf-reclining-chaise;1;;;==CONCATENATE("",CHAR(10),"Colors: ","gray",". ",CHAR(10),"",CHAR(10),"",CHAR(10),"Dimensions (in): ","40.25",CHAR(34)," W"," x ","62.25",CHAR(34)," D"," x ","41.75",CHAR(34)," H",". ",CHAR(10),"");Color;Gray;;;;;Mstar2020, color-gray;;chaises;Fabian Laf Reclining Chaise;FALSE;web;shopify;continue;lb;NEW;Mstar;;
MNY2091-8A;fabian-cupholder-console-with-usb;1;;;==CONCATENATE("",CHAR(10),"Colors: ","gray",". ",CHAR(10),"",CHAR(10),"",CHAR(10),"Dimensions (in): ","13",CHAR(34)," W"," x ","39",CHAR(34)," D"," x ","41.75",CHAR(34)," H",". ",CHAR(10),"");Color;Gray;;;;;Mstar2020, color-gray;;sectional pieces;Fabian Cupholder Console With Usb;FALSE;web;shopify;continue;lb;NEW;Mstar;;
MNY2091016;fabian-armless-chair;1;;;==CONCATENATE("",CHAR(10),"Colors: ","gray",". ",CHAR(10),"",CHAR(10),"",CHAR(10),"Dimensions (in): ","29.25",CHAR(34)," W"," x ","39",CHAR(34)," D"," x ","41.75",CHAR(34)," H",". ",CHAR(10),"");Color;Gray;;;;;Mstar2020, color-gray;;accent chairs;Fabian Armless Chair;FALSE;web;shopify;continue;lb;NEW;Mstar;;
MNY2091024P;fabian-raf-power-reclining-chair;1;;;==CONCATENATE("",CHAR(10),"Colors: ","gray",". ",CHAR(10),"",CHAR(10),"",CHAR(10),"Dimensions (in): ","40.75",CHAR(34)," W"," x ","39",CHAR(34)," D"," x ","41.75",CHAR(34)," H",". ",CHAR(10),"");Color;Gray;;;;;Mstar2020, color-gray;;accent chairs;Fabian Raf Power Reclining Chair;FALSE;web;shopify;continue;lb;NEW;Mstar;;
MNY2091700;fabian-armless-power-reclining-chair;1;;;==CONCATENATE("",CHAR(10),"Colors: ","gray",". ",CHAR(10),"",CHAR(10),"",CHAR(10),"Dimensions (in): ","29.25",CHAR(34)," W"," x ","39",CHAR(34)," D"," x ","41.75",CHAR(34)," H",". ",CHAR(10),"");Color;Gray;;;;;Mstar2020, color-gray;;accent chairs;Fabian Armless Power Reclining Chair;FALSE;web;shopify;continue;lb;NEW;Mstar;;
