acme.name	acme.sku	acme.product_weight	acme.product_length	acme.product_width	acme.product_height	acme.package_length	acme.package_width	acme.package_height	acme.package_weight	acme.ship_type	acme.package_type	acme.collection_name	acme.catalog	acme.product_type	acme.description	acme.short_description	acme.catalog_finish	acme.material_detail	acme.fl_qty	acme.ga_qty	acme.nj_qty	acme.ny_qty	acme.tx_qty	acme.la_qty	acme.sf_qty	acme.MSRP	acme.ETA_LA_warehouse	acme.group	acme.video
Zaidin Writing Desk	92609	24	47	19	28	51	22	4	29	GROUND	ISTA-3A	Zaidin	2020S	Writing Desk	KD Rectangular Writing Desk Metal Base with V-Shaped Accent Table Top Thickness: 15mm Powder Coating Metal Tube: 15mm x 30mm x 0.8mm	Simple, bold, and appealing, the Zaidin Desk will give your workplace a distinct look with rustic industrial style. Founded atop a black-finished metal base that is accented with reverse "V" shaped support, the distressed wooden table with minimal detailing showcases a rough and bold appearance. Create your own stylish work space with the Zaidin Desk.	Antique White & Black Finish	Metal, Veneer (Paper), Composite Wood	67	1	61	89	1	321	94	62.4	NONE	GP-000485	
Bellarose Writing Desk	92705	73	47	23	30	55	29	8	75	GROUND	ISTA-3A	Bellarose	2020S	Writing Desk	KD Rectangular Writing Desk Includes Cabinet with 3 Tier Shelf Single Barn Door Cabinet	Industrial vibes and earth-toned hues give a boring workplace a complete makeover. The wooden desk is brimming with simplistic elegance, while a rustic oak finish makes it feel extra inviting and livable. The cabinet on the left side features a single barn door with metal hardware for an industrial-style look. The three-tier shelf behind the barn door offers ample storage spaces for all of your personal stuff.	Rustic Oak Finish	Metal, Wood, Composite Wood	2	2	0	0	2	4	5	441	NONE	GP-001105	
Perle Writing Desk	92715	66	50	22	30	51	27	8	78	GROUND	ISTA-3A	Perle	2020S	Writing Desk	KD Rectangular Writing Desk 3 Storage Drawers Sled Metal Base	With its modern and functional design, this eye-catching writing desk is sure to be an alluring focal point for your workplace. The contemporary metal base works perfectly with the lustrous gold finish, giving both elegant and sturdy support to the desk. Wood table top brings a rich, warm tone, which makes a beautiful contrast to its gold metallic accents. Built-in outlets and USB charging docks are convenient for table lamp use or multi-device charging. Three storage drawers provide ample storage spaces and easy access to your office supplies.	Champagne Gold & Black Finish	Metal, Veneer(PVC), Composite Wood	0	0	0	0	1	0	0	247.2	NONE		M_r_Elh8Bb8
Disho Desk	92720	62	42	22	30	61	27	7	75	GROUND	ISTA-3A	Disho	2020S	Desk	KD Rectangular Writing Desk 2 Storage Drawers Ladder Metal Base with Crossbar	Explore industrial chic and rustic allure in the Disho Writing Desk. It has a ladder-style metal base with clean lines that work well in any contemporary setting. The light weathered oak finish on the tabletop showcases a beautiful wooden texture. There are two storage drawers under desk top for easy storage. Fantastic functional designs like built-in outlets and USB charging docks keep small electric equipment like table lamp, laptop, and cell phone within reach.	Light Weathered Oak & Black Finish	Metal, Veneer(PVC), Composite Wood	2	2	0	2	1	10	0	190.8	NONE		
Aflo Writing Desk	92725	86	47	24	30	53	28	7	101	GROUND	ISTA-3A	Aflo	2020S	Writing Desk	KD Rectangular Writing Desk 3 Storage Drawers 1 Storage Compartment Metal Sled Base Thickness of Table Top: 1"	Rough industrial materials are mixed together to make an instant impact to your space. The desk base is made from black-finished metal in an openwork silhouette for a bold look, while a wooden table top in a weathered oak lends a bit of natural charm that soften the whole metal base. There are three storage drawers and a storage compartment for office supplies or books display. Add this brilliant addition to show your confidence and make a statement in your personal office.	Weathered Oak & Black Finish	Metal, Veneer(PVC), Composite Wood	0	0	0	0	2	0	1	354	NONE		
Nypho Writing Desk	92730	24	32	18	35	35	20	2	28	GROUND	ISTA-3A	Nypho	2020S	Writing Desk	KD Rectangular Writing Desk Desk with Top and Bottom Shelves Metal V-Shaped Backing Thickness for All Panels: 15mm Desk Top Size: 32" x 18" Top Shelf Size: 32" x 6" Bottom Shelf: 32" x 12"	Explore your inspiration and creativity in a warm, soothing vibe that the Nypho Desk brings to your office. Filled with cozy tone and natural textures. the desktop is all crafted from wood in a homey and rustic finish. Designed with a stylish "V" shape, the metal frame support ensures the stability of construction and adds little industrial elements to this desk. There is a wooden shelf on the the table top that is perfect for displaying some small indoor plants or office supplies .	Weathered Oak & Black Finish	Metal, Veneer(Paper), Composite Wood	2	2	0	38	2	492	64	60	NONE	GP-000484	
Nypho Writing Desk	92732	24	32	18	35	35	20	2	28	GROUND	ISTA-3A	Nypho	2020S	Writing Desk	KD Rectangular Writing Desk Desk with Top and Bottom Shelves Metal V-Shaped Backing Thickness for All Panels: 15mm Desk Top Size: 32" x 18" Top Shelf Size: 32" x 6" Bottom Shelf: 32" x 12"	Explore your inspiration and creativity in a warm, soothing vibe that the Nypho Desk brings to your office. Filled with cozy tone and natural textures. the desktop is all crafted from wood in a homey and rustic finish. Designed with a stylish "V" shape, the metal frame support ensures the stability of construction and adds little industrial elements to this desk. There is a wooden shelf on the the table top that is perfect for displaying some small indoor plants or office supplies .	Antique White & Black Finish	Metal, Veneer(Paper), Composite Wood	60	2	66	57	2	532	77	60	NONE	GP-000485	
Nypho Writing Desk	92734	24	32	18	35	35	20	2	28	GROUND	ISTA-3A	Nypho	2020S	Writing Desk	KD Rectangular Writing Desk Desk with Top and Bottom Shelves Metal V-Shaped Backing Thickness for All Panels: 15mm Desk Top Size: 32" x 18" Top Shelf Size: 32" x 6" Bottom Shelf: 32" x 12"	Explore your inspiration and creativity in a warm, soothing vibe that the Nypho Desk brings to your office. Filled with cozy tone and natural textures. the desktop is all crafted from wood in a homey and rustic finish. Designed with a stylish "V" shape, the metal frame support ensures the stability of construction and adds little industrial elements to this desk. There is a wooden shelf on the the table top that is perfect for displaying some small indoor plants or office supplies .	Black Finish	Metal, Veneer(Paper), Composite Wood	71	2	48	36	7	606	59	60	NONE	GP-000486	
Ievi Writing Desk	92750	40	39	32	34	35	18	4	44	GROUND	ISTA-3A	Ievi	2020S	Writing Desk	KD Rectangular Writing Desk (L Shape) Desk w/Side Shelf Attached 3 Tier Shelf 	Warm, cozy while remaining functional, the Ievi Desk helps you find a good balance between work and life. It features a low bookshelf built into the right side, providing two open storage compartments for book or file organization. An elegant all wood design is used on desk and shelves, while metal frame secures the bookshelf to the desk. Complete your project or enjoy a leisure reading with the Ievi Desk.	Weathered Oak & Black Finish	Metal, Veneer(Paper), Composite Wood	0	3	0	0	2	116	0	75.6	NONE	GP-000484	
Ievi Writing Desk	92752	40	39	32	34	35	18	4	44	GROUND	ISTA-3A	Ievi	2020S	Writing Desk	KD Rectangular Writing Desk (L Shape) Desk w/Side Shelf Attached 3 Tier Shelf 	Warm, cozy while remaining functional, the Ievi Desk helps you find a good balance between work and life. It features a low bookshelf built into the right side, providing two open storage compartments for book or file organization. An elegant all wood design is used on desk and shelves, while metal frame secures the bookshelf to the desk. Complete your project or enjoy a leisure reading with the Ievi Desk.	Antique White & Black Finish	Metal, Veneer(Paper), Composite Wood	78	2	72	80	2	280	81	75.6	NONE	GP-000485	
Ievi Writing Desk	92754	40	39	32	34	35	18	4	44	GROUND	ISTA-3A	Ievi	2020S	Writing Desk	KD Rectangular Writing Desk (L Shape) Desk w/Side Shelf Attached 3 Tier Shelf 	Warm, cozy while remaining functional, the Ievi Desk helps you find a good balance between work and life. It features a low bookshelf built into the right side, providing two open storage compartments for book or file organization. An elegant all wood design is used on desk and shelves, while metal frame secures the bookshelf to the desk. Complete your project or enjoy a leisure reading with the Ievi Desk.	Black Finish	Metal, Veneer(Paper), Composite Wood	75	2	62	81	2	258	76	75.6	NONE	GP-000486	
Drebo Writing Desk	92755	86	47	35	33	51	21	6	101	GROUND	ISTA-3A	Drebo	2020S	Writing Desk	KD Rectangular Writing Desk(L Shape) Desk with Top & Side Shelf Attached 3 Tier Shelf Metal X-Shaped Backing	Tired of a messy desk with stacks of files and other documents? With a desktop shelf and two-tiered bottom shelf, the L-shaped desk fits corner perfectly to maximize your existing office space. The wooden desk is designed with a unique, spacious top, while the top and bottom shelves keep everything organized. The black-finished metal frame supports the desk, with '"X" shaped design for added style and security. Let the Drebo Desk creats a strong, efficient, motivational workplace for you.	Weathered Oak & Black Finish	Metal, Veneer(Paper), Composite Wood	0	1	0	29	0	1	1	110.4	NONE	GP-000484	
Drebo Writing Desk	92757	49	47	35	33	51	21	6	55	GROUND	ISTA-3A	Drebo	2020S	Writing Desk	KD Rectangular Writing Desk(L Shape) Desk with Top & Side Shelf Attached 3 Tier Shelf Metal X-Shaped Backing	Tired of a messy desk with stacks of files and other documents? With a desktop shelf and two-tiered bottom shelf, the L-shaped desk fits corner perfectly to maximize your existing office space. The wooden desk is designed with a unique, spacious top, while the top and bottom shelves keep everything organized. The black-finished metal frame supports the desk, with '"X" shaped design for added style and security. Let the Drebo Desk creats a strong, efficient, motivational workplace for you.	Antique White & Black Finish	Metal, Veneer(Paper), Composite Wood	0	0	0	1	0	0	0	110.4	NONE	GP-000485	
Drebo Writing Desk	92759	49	47	35	33	51	21	6	55	GROUND	ISTA-3A	Drebo	2020S	Writing Desk	KD Rectangular Writing Desk(L Shape) Desk with Top & Side Shelf Attached 3 Tier Shelf Metal X-Shaped Backing	Tired of a messy desk with stacks of files and other documents? With a desktop shelf and two-tiered bottom shelf, the L-shaped desk fits corner perfectly to maximize your existing office space. The wooden desk is designed with a unique, spacious top, while the top and bottom shelves keep everything organized. The black-finished metal frame supports the desk, with '"X" shaped design for added style and security. Let the Drebo Desk creats a strong, efficient, motivational workplace for you.	Black Finish	Metal, Veneer(Paper), Composite Wood	0	1	0	0	0	1	2	110.4	NONE	GP-000486	
Lyphre Desk	92760	42	37	16	34	32	18	5	46	GROUND	ISTA-3A	Lyphre	2020S	Desk	KD Rectangular Computer Desk Keyboard Tray Included Shelf and Storage Compartment Attached	Begin your decor with your office at where you put in eight hours a day. Crafted from wood, the wooden desk in rustic wood finish makes your workplace natural and down to earth. It features two open storage compartments with a desktop shelf ,while a under-desk tray keeps your keyboard hidden and frees up desktop space. Embrace natural warmth and organize your office in style with the Lyphre desk.	Weathered Oak & Black Finish	Metal, Veneer(Paper), Composite Wood	78	2	74	79	3	216	79	90	NONE	GP-000484	
Lyphre Desk	92762	42	37	16	34	32	18	5	46	GROUND	ISTA-3A	Lyphre	2020S	Desk	KD Rectangular Computer Desk Keyboard Tray Included Shelf and Storage Compartment Attached	Begin your decor with your office at where you put in eight hours a day. Crafted from wood, the wooden desk in rustic wood finish makes your workplace natural and down to earth. It features two open storage compartments with a desktop shelf ,while a under-desk tray keeps your keyboard hidden and frees up desktop space. Embrace natural warmth and organize your office in style with the Lyphre desk.	Antique White & Black Finish	Metal, Veneer(Paper), Composite Wood	54	0	46	75	0	213	73	90	NONE	GP-000485	
Lyphre Desk	92764	42	37	16	34	32	18	5	46	GROUND	ISTA-3A	Lyphre	2020S	Desk	KD Rectangular Computer Desk Keyboard Tray Included Shelf and Storage Compartment Attached	Begin your decor with your office at where you put in eight hours a day. Crafted from wood, the wooden desk in rustic wood finish makes your workplace natural and down to earth. It features two open storage compartments with a desktop shelf ,while a under-desk tray keeps your keyboard hidden and frees up desktop space. Embrace natural warmth and organize your office in style with the Lyphre desk.	Black Finish	Metal, Veneer(Paper), Composite Wood	90	2	83	98	3	304	101	90	NONE	GP-000486	
Vadna Writing Desk	92765	31	47	19	28	51	22	6	37	GROUND	ISTA-3A	Vadna	2020S	Writing Desk	KD Rectangular Writing Desk 2 Tier Shelf Metal Open Base	Personify your workplace with some bold,clear and strong accessories. The distressed wood furniture piece pairs with black metal framing for aesthetic balance and gives a rustic industrial look. It includes two open shelves for additional storage space and the lower shelf featuring large space is great for a computer box. The Vadna Desk will set the tone for the whole space.	Weathered Oak & Black Finish	Metal, Veneer(Paper), Composite Wood	81	3	0	48	0	491	95	96	NONE	GP-000484	
