"ID","Handle","Command","Title","Vendor","Type","Tags","Tags Command","Variant Price","Variant Compare At Price","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value"
"10058654343","barris-ottoman","UPDATE","Barris Ottoman","Ashley-Dropped","DISCONTINUED","color-brown, Exclusive_Neha_10, material-fabric, ottoman, style-contemporary, under-1000, under-1500, under-2000, discontinued-year-2020, discontinued-month-2, discontinued-day of month-1, discontinued-day of week-Saturday","REPLACE","399.99","","shopify","0","16721939595354","16461042090074","MERGE","Title","Default Title","","","",""
"10058664967","barris-chair","UPDATE","Barris Chair","Ashley-Dropped","DISCONTINUED","chair, color-brown, Exclusive_Neha_10, material-fabric, style-contemporary, under-1000, under-1500, under-2000, discontinued-year-2020, discontinued-month-2, discontinued-day of month-1, discontinued-day of week-Saturday","REPLACE","599.99","","shopify","0","16721940840538","16461042122842","MERGE","Title","Default Title","","","",""
