"ID","Handle","Command","Title","Body HTML","Sort Order","Template Suffix","Updated At","Published","Published At","Published Scope","Image Src","Image Width","Image Height","Image Alt Text","Products Count","Row #","Top Row","Must Match","Rule: Product Column","Rule: Relation","Rule: Condition","Product: ID","Product: Handle","Product: Position","Metafield: title_tag [string]","Metafield: description_tag [string]"
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","1","true","all conditions","Type","Contains","sofa","4463803629658","enderlin-ink-sofa-1780138","1","Standard Sofas | Jennifer Furniture",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","2","","","Type","Not Contains","chai","5826519431","axiom-sofa","2","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","3","","","Type","Not Contains","bed","5826710279","carlotta-sofa","3","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","4","","","Type","Not Contains","sleep","5826715271","bachman-sofa","4","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","5","","","Type","Not Contains","table","5826718855","alexis-sofa","5","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","6","","","Title","Not Contains","power","5826721735","cairns-sofa","6","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","7","","","Title","Not Contains","reclin","5826745287","caldwell-sofa","7","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","8","","","Title","Not Contains","motion","5826754439","bentley-sofa","8","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","9","","","","","","5826758023","colton-sofa","9","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","10","","","","","","5826790727","cruze-sofa-sleeper","10","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","11","","","","","","5831069767","berger-sofa","11","",""
"160243318874","standard-sofas","UPDATE","Standard Sofas","","Manual","","2020-02-05T17:24:04-05:00","true","2020-02-05T15:01:11-05:00","web","https://cdn.shopify.com/s/files/1/1101/6302/collections/Sofas-Header_900x_83e3605c-dea6-492b-b561-26d08ae1ba07.jpg?v=1580936625","900","204","Erlin Enderlin | Standard Sofa","389","12","","","","","","5847352519","chatham-slipcover-sofa-sleeper","12","",""
