acme.sku	Image Array
26843	[https://static.acmecorp.com/pub/media/catalog/product/2/6/26814ck_26843_26844_26846_96820_26847_26848.jpg,https://static.acmecorp.com/pub/media/catalog/product/2/6/26843.jpg]
